population_size,generations,crossover_rate,mutation_rate,use_2opt,elitism_count,tournament_size,two_opt_iterations,num_runs,mean_distance_km,std_distance_km,min_distance_km,max_distance_km,mean_execution_time,std_execution_time,mean_improvement_pct,mean_convergence_gen,feasible_rate
100,300,0.6,0.01,True,5,8,100,3,22.2661,1.7209,20.3049,23.5237,8.14,0.05,67.16,6.7,100.0
100,300,0.6,0.01,True,5,8,500,3,22.5545,2.613,20.5333,25.5051,8.08,0.01,73.34,3.7,66.7
100,300,0.6,0.01,True,10,3,500,3,23.0902,0.7497,22.3016,23.7937,7.85,0.02,75.33,4.7,100.0
100,300,0.6,0.01,True,10,5,100,3,23.2513,2.7768,20.7747,26.2532,7.68,0.03,59.27,3,66.7
100,300,0.6,0.01,True,10,5,50,3,21.9947,0.5403,21.527,22.5861,7.76,0.04,66.09,6.3,100.0
100,300,0.6,0.01,True,10,5,500,3,24.5363,1.7366,22.6068,25.9738,7.84,0.03,69.97,7,33.3
100,300,0.6,0.01,True,10,8,50,3,23.6405,1.4824,22.3555,25.2623,7.69,0.05,68.0,5,66.7
100,300,0.6,0.01,True,10,8,100,3,21.2138,1.5149,19.9148,22.8778,7.7,0.04,70.42,4.3,100.0
100,300,0.6,0.01,True,10,8,500,3,21.8442,2.426,19.6686,24.4603,7.78,0.05,68.64,4.7,66.7
100,300,0.6,0.05,True,2,3,50,3,26.6677,1.6969,24.7185,27.8153,8.31,0.06,61.94,6.7,0.0
100,300,0.6,0.05,True,2,3,100,3,25.7127,2.1629,24.3018,28.2029,8.33,0.04,50.1,6,0.0
100,300,0.6,0.05,True,2,3,500,3,24.6224,1.8199,22.632,26.2014,8.33,0.03,63.31,2.7,33.3
100,300,0.6,0.05,True,2,5,50,3,23.6081,1.8195,21.5092,24.7384,8.39,0.05,57.56,6,33.3
100,300,0.6,0.05,True,2,5,100,3,25.2153,1.3614,23.6462,26.0828,8.35,0.07,60.17,2.3,33.3
100,300,0.6,0.05,True,2,5,500,3,23.2551,3.3806,19.394,25.683,8.4,0.1,69.69,5,33.3
100,300,0.6,0.05,True,2,8,50,3,23.1845,0.4121,22.7242,23.519,8.33,0.07,62.35,5.7,100.0
100,300,0.6,0.05,True,2,8,100,3,24.14,0.8099,23.2367,24.8014,8.43,0.06,65.56,5.7,33.3
100,300,0.6,0.05,True,2,8,500,3,24.4791,2.0167,22.4941,26.5261,8.39,0.08,72.33,5,33.3
100,300,0.6,0.05,True,5,3,50,3,23.772,0.5222,23.2427,24.2868,8.09,0.03,69.35,3,66.7
100,300,0.6,0.05,True,5,3,100,3,25.5294,2.3667,23.4758,28.1178,8.23,0.06,62.08,3.7,33.3
100,300,0.6,0.05,True,5,3,500,3,23.4887,2.6678,20.5666,25.7943,8.33,0.06,59.01,3.7,33.3
100,300,0.6,0.05,True,5,5,50,3,23.7,0.7462,23.0579,24.5186,8.09,0.02,71.8,4.7,66.7
100,300,0.6,0.05,True,5,5,100,3,25.0709,1.7248,24.0531,27.0623,8.08,0.05,59.48,8,0.0
100,300,0.6,0.05,True,5,5,500,3,22.6685,3.2524,20.5424,26.4126,8.14,0.02,69.15,5.3,66.7
100,300,0.6,0.05,True,5,8,50,3,24.0691,3.0396,20.9501,27.0226,8.21,0.02,59.37,5.7,33.3
100,300,0.6,0.05,True,5,8,100,3,25.2964,0.7317,24.5012,25.9412,8.1,0.03,68.19,6,0.0
100,300,0.6,0.05,True,10,3,50,3,26.0662,1.9294,24.1846,28.0401,7.71,0.04,58.74,4.7,0.0
100,300,0.6,0.05,True,5,8,500,3,24.3798,1.3287,23.4549,25.9024,8.2,0.11,69.98,5.3,66.7
100,300,0.6,0.05,True,10,3,100,3,22.8969,2.7405,19.753,24.7806,7.81,0.09,69.0,6.3,33.3
100,300,0.6,0.05,True,10,3,500,3,24.4058,3.1397,20.9451,27.0716,7.81,0.13,68.91,3.7,33.3
100,300,0.6,0.05,True,10,5,50,3,25.0092,0.9746,23.8864,25.6369,7.68,0.04,61.76,9.7,33.3
100,300,0.6,0.05,True,10,5,100,3,24.4543,1.7328,22.7713,26.2329,7.65,0.04,67.17,3,33.3
100,300,0.6,0.05,True,10,5,500,3,23.3878,4.5121,18.2632,26.7643,7.79,0.04,60.22,8,33.3
100,300,0.6,0.05,True,10,8,50,3,19.6982,2.1525,17.4906,21.791,7.71,0.04,72.86,5.7,100.0
100,300,0.6,0.05,True,10,8,100,3,22.3923,1.8526,20.2677,23.6707,7.66,0.0,66.66,4.3,100.0
100,300,0.6,0.05,True,10,8,500,3,22.6961,1.0617,21.66,23.7816,7.64,0.01,77.15,7,100.0
100,300,0.6,0.2,True,2,3,50,3,24.9482,2.5189,22.0568,26.6673,8.41,0.02,70.51,4.3,33.3
100,300,0.6,0.2,True,2,3,100,3,25.9306,2.1246,24.4661,28.3673,8.31,0.03,48.84,2,0.0
100,300,0.6,0.2,True,2,3,500,3,26.4747,1.8417,24.5744,28.2516,8.22,0.02,60.04,7.7,0.0
100,300,0.6,0.2,True,2,5,50,3,24.4183,1.2836,23.4703,25.879,8.25,0.05,63.89,10.7,66.7
100,300,0.6,0.2,True,2,5,100,3,23.59,2.8507,21.5324,26.8439,8.51,0.05,71.75,5,66.7
100,300,0.6,0.2,True,2,5,500,3,26.7851,0.6204,26.0746,27.2202,8.41,0.05,45.49,3,0.0
100,300,0.6,0.2,True,2,8,50,3,24.2542,1.0508,23.3984,25.427,8.26,0.03,66.18,5,66.7
100,300,0.6,0.2,True,2,8,100,3,22.2778,1.2404,21.0779,23.555,8.25,0.02,69.11,12.3,100.0
100,300,0.6,0.2,True,5,3,50,3,23.3691,0.7809,22.6623,24.2074,8.18,0.05,66.56,5,66.7
100,300,0.6,0.2,True,2,8,500,3,22.9958,0.2601,22.7637,23.2769,8.49,0.04,67.67,7.7,100.0
100,300,0.6,0.2,True,5,3,100,3,26.6957,0.5166,26.3707,27.2914,8.02,0.02,61.68,9.7,0.0
100,300,0.6,0.2,True,5,3,500,3,23.9586,1.7075,22.5305,25.8499,8.02,0.02,61.48,4,66.7
100,300,0.6,0.2,True,5,5,50,3,26.1598,0.7388,25.4211,26.8986,8.19,0.07,57.69,10,0.0
100,300,0.6,0.2,True,5,5,100,3,23.3218,0.4928,22.7895,23.7622,8.26,0.06,68.45,8.3,100.0
100,300,0.6,0.2,True,5,5,500,3,22.1928,1.8479,20.6442,24.2384,8.06,0.03,61.85,1.7,66.7
100,300,0.6,0.2,True,5,8,50,3,23.059,1.7334,21.8096,25.038,8.02,0.03,44.17,3,66.7
100,300,0.6,0.2,True,5,8,100,3,20.5412,3.3832,16.6472,22.7591,8.24,0.05,64.01,6.3,100.0
100,300,0.6,0.2,True,5,8,500,3,22.3413,0.7909,21.7464,23.2388,8.3,0.04,69.78,4,100.0
100,300,0.6,0.2,True,10,3,50,3,25.8362,1.6655,24.4856,27.6972,7.65,0.06,63.76,10.7,0.0
100,300,0.6,0.2,True,10,3,100,3,23.0836,2.6817,20.1046,25.3049,7.66,0.07,67.46,8,66.7
100,300,0.6,0.2,True,10,3,500,3,25.8254,2.633,23.6408,28.7489,7.75,0.03,67.57,7.3,33.3
100,300,0.6,0.2,True,10,5,50,3,26.4039,1.2178,25.0501,27.4103,7.84,0.08,64.93,5.3,0.0
100,300,0.6,0.2,True,10,5,100,3,22.5843,1.3208,21.339,23.9695,7.77,0.09,70.25,8.3,100.0
100,300,0.6,0.2,True,10,5,500,3,22.3095,1.5669,21.1544,24.0931,7.76,0.05,68.7,4.3,66.7
100,300,0.6,0.2,True,10,8,50,3,22.4951,0.9994,21.5294,23.5251,7.81,0.1,70.39,6,100.0
100,300,0.6,0.2,True,10,8,100,3,21.4428,1.3039,20.1415,22.7492,7.85,0.06,71.37,6,100.0
100,300,0.6,0.2,True,10,8,500,3,22.7282,3.1538,19.4825,25.7812,7.78,0.11,65.79,7,66.7
100,300,0.6,0.5,True,2,3,50,3,24.0427,3.4399,21.3232,27.9097,8.38,0.07,58.36,5,66.7
100,300,0.6,0.5,True,2,3,100,3,27.8225,0.2666,27.6612,28.1303,8.41,0.1,55.55,3,0.0
100,300,0.6,0.5,True,2,3,500,3,23.9511,1.5986,22.2068,25.3462,8.46,0.08,63.22,3.3,33.3
100,300,0.6,0.5,True,2,5,50,3,25.7255,0.4953,25.3173,26.2766,8.44,0.04,60.26,2.7,0.0
100,300,0.6,0.5,True,2,5,100,3,23.5009,3.7343,19.6874,27.1507,8.36,0.12,52.79,7.3,66.7
100,300,0.6,0.5,True,2,5,500,3,22.3285,3.227,20.1383,26.0343,8.37,0.09,65.12,11.7,66.7
100,300,0.6,0.5,True,2,8,50,3,24.8968,2.3011,22.2624,26.5142,8.44,0.08,67.29,14,33.3
100,300,0.6,0.5,True,2,8,100,3,23.9799,2.808,21.0403,26.6346,8.29,0.01,58.51,6.7,33.3
100,300,0.6,0.5,True,2,8,500,3,25.0422,0.985,23.9923,25.946,8.37,0.04,57.41,5,33.3
100,300,0.6,0.5,True,5,3,50,3,23.95,1.1828,22.6104,24.8506,8.12,0.07,65.94,3.3,33.3
100,300,0.6,0.5,True,5,3,100,3,25.9199,0.5085,25.5358,26.4966,8.21,0.05,39.33,3.7,0.0
100,300,0.6,0.5,True,5,3,500,3,23.0538,1.6943,21.0987,24.094,8.08,0.11,66.37,7.3,66.7
100,300,0.6,0.5,True,5,5,50,3,21.9167,0.8614,20.9399,22.5678,8.06,0.02,71.61,4.7,100.0
100,300,0.6,0.5,True,5,5,100,3,23.8463,1.7749,21.8112,25.074,8.03,0.03,72.85,5.3,33.3
100,300,0.6,0.5,True,5,5,500,3,24.9646,1.6106,23.241,26.4313,8.14,0.04,59.64,3.7,33.3
100,300,0.6,0.5,True,5,8,50,3,23.0075,0.2025,22.7747,23.1429,8.15,0.09,71.59,8.7,100.0
100,300,0.6,0.5,True,5,8,100,3,25.3108,2.6553,22.9646,28.1933,8.01,0.02,66.42,6.7,33.3
100,300,0.6,0.5,True,5,8,500,3,22.8127,2.9719,20.9719,26.2412,8.19,0.07,66.2,7.7,66.7
100,300,0.6,0.5,True,10,3,50,3,22.7043,2.7693,19.6685,25.0921,7.79,0.05,63.6,9.7,66.7
100,300,0.6,0.5,True,10,3,100,3,24.5835,2.5312,22.4764,27.3913,7.76,0.07,64.3,8.3,66.7
100,300,0.6,0.5,True,10,3,500,3,25.0873,2.0003,23.3058,27.2512,7.72,0.01,55.84,2.7,33.3
100,300,0.6,0.5,True,10,5,50,3,23.8406,1.5262,22.2675,25.3151,7.77,0.08,70.02,9,66.7
100,300,0.6,0.5,True,10,5,100,3,23.3298,1.0805,22.6208,24.5734,7.79,0.03,75.89,7.3,66.7
100,300,0.6,0.5,True,10,5,500,3,24.0624,2.3422,21.6043,26.2682,7.86,0.03,65.29,5.3,33.3
100,300,0.6,0.5,True,10,8,50,3,23.1176,0.7901,22.5679,24.0231,7.66,0.05,61.23,7,66.7
100,300,0.6,0.5,True,10,8,100,3,23.3276,1.3112,22.3328,24.8135,7.87,0.01,65.71,2.3,66.7
100,300,0.6,0.5,True,10,8,500,3,22.3303,1.7464,20.619,24.1098,7.73,0.05,65.51,5.7,66.7
100,300,0.7,0.01,True,2,3,50,3,22.403,4.4199,17.3811,25.7019,8.41,0.09,72.53,6,33.3
100,300,0.7,0.01,True,2,3,100,3,25.5971,1.1725,24.3366,26.6554,8.23,0.02,63.94,2,0.0
100,300,0.7,0.01,True,2,3,500,3,24.2258,2.3703,21.4956,25.7583,8.36,0.04,66.48,4,33.3
100,300,0.7,0.01,True,2,5,50,3,27.8785,1.6932,26.2725,29.6472,8.38,0.04,65.76,5,0.0
100,300,0.7,0.01,True,2,5,100,3,24.8873,1.2423,23.7935,26.238,8.46,0.07,58.48,3,33.3
100,300,0.7,0.01,True,2,5,500,3,26.8381,1.9789,25.0731,28.9774,8.29,0.06,63.71,3,0.0
100,300,0.7,0.01,True,2,8,50,3,25.2683,1.341,23.7306,26.1951,8.51,0.03,72.42,3.3,33.3
100,300,0.7,0.01,True,2,8,100,3,23.0613,0.9084,22.2836,24.0597,8.38,0.05,75.37,6.7,66.7
100,300,0.7,0.01,True,5,3,50,3,26.7757,1.8495,24.642,27.9211,8.03,0.03,66.19,6,0.0
100,300,0.7,0.01,True,2,8,500,3,21.2081,0.8192,20.3822,22.0204,8.41,0.12,69.25,5.7,100.0
100,300,0.7,0.01,True,5,3,100,3,24.5267,2.7288,22.4435,27.6156,8.11,0.03,60.96,5,66.7
100,300,0.7,0.01,True,5,3,500,3,27.7084,0.3087,27.464,28.0554,8.17,0.06,28.19,1,0.0
100,300,0.7,0.01,True,5,5,50,3,23.3774,0.9045,22.3427,24.0182,8.07,0.1,76.67,4,66.7
100,300,0.7,0.01,True,5,5,100,3,24.6695,1.5509,23.4269,26.4076,8.11,0.03,66.18,5.3,33.3
100,300,0.7,0.01,True,5,5,500,3,23.8647,3.2128,21.0143,27.3462,8.13,0.07,70.14,10,66.7
100,300,0.7,0.01,True,5,8,50,3,21.5711,1.2103,20.5096,22.8891,8.13,0.1,73.61,7,100.0
100,300,0.7,0.01,True,5,8,100,3,24.3527,4.2262,19.4733,26.8546,7.98,0.02,55.71,4,33.3
100,300,0.7,0.01,True,5,8,500,3,26.0394,2.1306,23.6264,27.6612,8.01,0.03,59.7,4.7,33.3
100,300,0.7,0.01,True,10,3,50,3,22.7094,2.6133,19.7688,24.7664,7.64,0.03,72.04,8,66.7
100,300,0.7,0.01,True,10,3,100,3,23.5133,2.53,21.0842,26.1334,7.74,0.06,73.54,5.7,66.7
100,300,0.7,0.01,True,10,3,500,3,25.668,2.9037,23.2392,28.8842,7.64,0.04,68.73,9,33.3
100,300,0.7,0.01,True,10,5,50,3,23.2316,3.0923,21.0674,26.7733,7.64,0.03,54.43,5.7,66.7
100,300,0.7,0.01,True,10,5,100,3,23.0936,0.7323,22.4586,23.8946,7.68,0.1,61.98,5.7,100.0
100,300,0.7,0.01,True,10,5,500,3,21.9074,2.3595,19.6914,24.3881,7.76,0.04,64.05,4,66.7
100,300,0.7,0.01,True,10,8,50,3,21.1495,2.6292,18.141,23.0065,7.64,0.05,69.97,5.3,100.0
100,300,0.7,0.01,True,10,8,100,3,20.6309,2.3614,17.9569,22.4303,7.75,0.08,74.61,5.7,100.0
100,300,0.7,0.01,True,10,8,500,3,22.7791,3.1991,19.1196,25.0446,7.7,0.07,78.78,7,33.3
100,300,0.7,0.05,True,2,3,50,3,27.4923,1.9838,25.2563,29.0411,8.35,0.07,63.53,5.3,0.0
100,300,0.7,0.05,True,2,3,100,3,26.6876,2.6782,23.854,29.1772,8.29,0.02,67.4,5,33.3
100,300,0.7,0.05,True,2,3,500,3,25.6853,2.3126,23.763,28.2516,8.33,0.07,48.74,5,33.3
100,300,0.7,0.05,True,2,5,50,3,25.354,0.7964,24.4448,25.928,8.36,0.03,64.21,3.7,0.0
100,300,0.7,0.05,True,2,5,100,3,25.5602,2.0754,23.3203,27.4181,8.37,0.01,65.89,8.7,33.3
100,300,0.7,0.05,True,2,5,500,3,23.3485,2.8955,20.3812,26.1664,8.27,0.11,57.2,1.3,66.7
100,300,0.7,0.05,True,2,8,50,3,23.3817,1.0313,22.2009,24.1054,8.27,0.1,66.11,4.3,66.7
100,300,0.7,0.05,True,2,8,100,3,23.0895,1.2056,21.8869,24.2981,8.29,0.08,66.63,4.7,66.7
100,300,0.7,0.05,True,2,8,500,3,23.6753,0.5499,23.1602,24.2544,8.38,0.06,65.81,2,66.7
100,300,0.7,0.05,True,5,3,50,3,25.4705,1.5924,24.2564,27.2734,8.06,0.04,75.02,4,0.0
100,300,0.7,0.05,True,5,3,100,3,25.0025,1.7137,23.5083,26.8731,8.24,0.06,68.55,4.3,33.3
100,300,0.7,0.05,True,5,3,500,3,24.9839,4.0033,20.3695,27.5301,8.25,0.04,65.61,8,33.3
100,300,0.7,0.05,True,5,5,50,3,24.7126,0.555,24.0756,25.0919,8.2,0.07,69.21,6.3,0.0
100,300,0.7,0.05,True,5,5,100,3,21.9233,1.5193,20.1691,22.8154,8.15,0.07,61.87,3.3,100.0
100,300,0.7,0.05,True,5,5,500,3,24.0859,3.5046,21.9029,28.1283,8.1,0.07,61.59,6,66.7
100,300,0.7,0.05,True,5,8,50,3,21.6658,3.1994,18.3231,24.6995,8.06,0.04,74.45,3.7,66.7
100,300,0.7,0.05,True,5,8,100,3,23.2734,2.0933,21.0844,25.2557,8.19,0.02,70.02,3.3,66.7
100,300,0.7,0.05,True,5,8,500,3,20.3772,1.3804,18.9205,21.6659,8.08,0.08,76.34,8,100.0
100,300,0.7,0.05,True,10,3,50,3,24.8591,0.894,24.0222,25.8009,7.66,0.06,54.35,4.3,0.0
100,300,0.7,0.05,True,10,3,100,3,23.6819,1.1869,22.3391,24.5908,7.69,0.1,68.17,8.7,33.3
100,300,0.7,0.05,True,10,3,500,3,24.0264,0.8125,23.304,24.906,7.76,0.03,77.85,6,66.7
100,300,0.7,0.05,True,10,5,50,3,20.4551,0.9452,19.7982,21.5383,7.71,0.07,74.32,11,100.0
100,300,0.7,0.05,True,10,5,100,3,22.2647,1.8623,20.5077,24.217,7.78,0.06,73.72,5,66.7
100,300,0.7,0.05,True,10,5,500,3,24.9051,0.8672,23.9933,25.7195,7.79,0.06,62.09,8.3,33.3
100,300,0.7,0.05,True,10,8,50,3,21.42,2.224,19.0667,23.487,7.85,0.02,69.01,6.3,100.0
100,300,0.7,0.05,True,10,8,100,3,22.8626,1.7478,20.8823,24.1898,7.68,0.12,67.32,10.3,66.7
100,300,0.7,0.05,True,10,8,500,3,22.6614,2.7803,19.4711,24.5677,7.81,0.05,68.9,7.3,66.7
100,300,0.7,0.2,True,2,3,50,3,24.7126,1.3761,23.1242,25.5458,8.56,0.17,63.24,5.3,33.3
100,300,0.7,0.2,True,2,3,100,3,26.539,1.3686,25.1165,27.8465,8.35,0.06,59.27,4.7,0.0
100,300,0.7,0.2,True,2,3,500,3,27.2294,4.1251,22.4664,29.6526,8.28,0.05,67.96,3.7,33.3
100,300,0.7,0.2,True,2,5,50,3,25.0582,0.9086,24.4561,26.1033,8.33,0.07,69.31,2.7,0.0
100,300,0.7,0.2,True,2,5,100,3,26.3562,3.3583,22.4825,28.448,8.3,0.07,67.79,11,33.3
100,300,0.7,0.2,True,2,5,500,3,24.894,1.4182,23.3334,26.1041,8.42,0.08,74.26,6.3,33.3
100,300,0.7,0.2,True,2,8,50,3,23.4786,2.6001,20.4968,25.2728,8.36,0.08,72.41,10.7,33.3
100,300,0.7,0.2,True,2,8,100,3,24.3495,1.9042,22.1942,25.8042,8.32,0.07,71.89,6,33.3
100,300,0.7,0.2,True,2,8,500,3,23.7557,2.3622,21.4482,26.169,8.32,0.07,68.45,4.7,66.7
100,300,0.7,0.2,True,5,3,50,3,23.4262,1.6605,21.5242,24.5874,8.24,0.04,71.04,4.7,33.3
100,300,0.7,0.2,True,5,3,100,3,24.1385,0.4226,23.8075,24.6145,8.16,0.05,60.84,3,66.7
100,300,0.7,0.2,True,5,3,500,3,24.5873,3.1936,21.5508,27.9177,8.03,0.03,72.0,4,33.3
100,300,0.7,0.2,True,5,5,50,3,23.9712,1.7735,21.9235,25.0186,8.01,0.03,65.78,4.3,33.3
100,300,0.7,0.2,True,5,5,100,3,22.2186,1.088,21.5801,23.4749,8.21,0.06,67.28,5,100.0
100,300,0.7,0.2,True,5,5,500,3,25.3068,1.3966,23.7966,26.5517,8.14,0.07,70.36,8.7,33.3
100,300,0.7,0.2,True,5,8,50,3,22.7912,1.5572,21.1568,24.2576,8.03,0.05,74.89,7.3,66.7
100,300,0.7,0.2,True,5,8,100,3,20.9939,1.6104,19.3686,22.589,8.1,0.09,75.34,4.7,100.0
100,300,0.7,0.2,True,5,8,500,3,23.8656,0.2374,23.6246,24.0993,8.24,0.01,65.56,2.7,66.7
100,300,0.7,0.2,True,10,3,50,3,24.8967,1.6679,23.5676,26.7684,7.7,0.06,69.73,5.3,33.3
100,300,0.7,0.2,True,10,3,100,3,24.987,1.1451,23.843,26.1332,7.7,0.02,52.04,2.7,33.3
100,300,0.7,0.2,True,10,3,500,3,23.084,1.016,22.3557,24.2447,7.7,0.01,72.44,3.3,66.7
100,300,0.7,0.2,True,10,5,50,3,20.7224,3.6601,17.8677,24.8487,7.72,0.01,74.99,5,66.7
100,300,0.7,0.2,True,10,5,100,3,24.2457,2.4661,22.4308,27.0535,7.64,0.04,63.26,9,66.7
100,300,0.7,0.2,True,10,5,500,3,23.4048,0.467,23.0012,23.9163,7.68,0.05,60.19,4.3,100.0
100,300,0.7,0.2,True,10,8,50,3,23.0703,0.9366,22.1401,24.0132,7.7,0.05,73.19,5.3,66.7
100,300,0.7,0.2,True,10,8,100,3,22.3961,4.3366,19.656,27.3959,7.76,0.02,72.14,9.7,66.7
100,300,0.7,0.2,True,10,8,500,3,23.6326,2.6051,21.9163,26.6302,7.67,0.03,63.53,5.7,66.7
100,300,0.7,0.5,True,2,3,50,3,26.3999,0.9944,25.515,27.4761,8.32,0.08,62.52,3.3,0.0
100,300,0.7,0.5,True,2,3,100,3,26.1937,0.3311,25.9818,26.5752,8.36,0.08,66.14,6.3,0.0
100,300,0.7,0.5,True,2,3,500,3,26.5723,1.1458,25.7229,27.8755,8.42,0.05,61.74,3.7,0.0
100,300,0.7,0.5,True,2,5,50,3,23.6427,1.0995,22.3742,24.323,8.37,0.07,66.99,3.3,33.3
100,300,0.7,0.5,True,2,5,100,3,25.6156,0.7098,24.8722,26.2862,8.45,0.1,61.51,4.7,0.0
100,300,0.7,0.5,True,2,5,500,3,25.269,3.5677,22.2483,29.2053,8.45,0.09,52.54,4.3,33.3
100,300,0.7,0.5,True,2,8,50,3,24.6311,2.011,22.7279,26.7349,8.41,0.11,68.12,11.3,33.3
100,300,0.7,0.5,True,2,8,100,3,23.9218,3.1329,20.3275,26.0739,8.31,0.11,66.86,6.3,33.3
100,300,0.7,0.5,True,2,8,500,3,23.4139,1.8633,21.4995,25.2216,8.35,0.06,67.95,5.3,66.7
100,300,0.7,0.5,True,5,3,50,3,24.7062,2.6976,22.2146,27.5709,8.18,0.13,64.01,3,33.3
100,300,0.7,0.5,True,5,3,100,3,24.9859,2.7124,22.0256,27.3519,8.22,0.06,55.18,3,33.3
100,300,0.7,0.5,True,5,3,500,3,25.2946,2.9964,22.6316,28.5391,8.12,0.05,54.95,4.7,33.3
100,300,0.7,0.5,True,5,5,50,3,20.1507,1.598,18.31,21.183,8.14,0.08,74.01,1.7,100.0
100,300,0.7,0.5,True,5,5,100,3,22.1891,3.3892,19.9482,26.0881,8.14,0.06,72.27,5.3,66.7
100,300,0.7,0.5,True,5,5,500,3,24.0191,0.2576,23.7316,24.2289,8.19,0.05,62.97,5,33.3
100,300,0.7,0.5,True,5,8,50,3,22.3038,3.5966,19.1665,26.229,8.09,0.04,70.66,5.7,66.7
100,300,0.7,0.5,True,5,8,100,3,22.5133,3.3821,18.8006,25.4186,8.06,0.06,65.15,7,66.7
100,300,0.7,0.5,True,5,8,500,3,21.9505,2.5427,19.0215,23.5905,8.04,0.0,68.73,3.3,100.0
100,300,0.7,0.5,True,10,3,50,3,22.1294,3.806,18.205,25.8048,7.82,0.07,70.56,5,66.7
100,300,0.7,0.5,True,10,3,100,3,21.6698,1.0564,20.8162,22.8513,7.77,0.1,66.39,6.3,100.0
100,300,0.7,0.5,True,10,3,500,3,23.3223,1.2137,22.2742,24.6521,7.77,0.04,63.65,5.3,66.7
100,300,0.7,0.5,True,10,5,50,3,22.1379,0.6771,21.7187,22.9191,7.72,0.05,70.73,4.3,100.0
100,300,0.7,0.5,True,10,5,100,3,21.427,0.9701,20.6492,22.5141,7.82,0.06,74.01,6.3,100.0
100,300,0.7,0.5,True,10,5,500,3,24.4769,1.3068,23.1939,25.8063,7.71,0.11,63.12,10.3,33.3
100,300,0.7,0.5,True,10,8,50,3,23.2149,1.8559,21.528,25.203,7.71,0.08,72.27,4.3,66.7
100,300,0.7,0.5,True,10,8,100,3,22.7292,0.9581,21.7805,23.6964,7.81,0.06,65.79,4.7,100.0
100,300,0.7,0.5,True,10,8,500,3,19.4439,1.5924,18.1053,21.205,7.86,0.08,77.42,6.3,100.0
100,300,0.8,0.01,True,2,3,50,3,26.8266,2.8945,23.5871,29.1589,8.33,0.07,51.08,6.3,33.3
100,300,0.8,0.01,True,2,3,100,3,25.8839,1.3493,24.3625,26.9354,8.36,0.11,63.19,8.7,0.0
100,300,0.8,0.01,True,2,3,500,3,24.4739,2.7258,22.1525,27.4754,8.38,0.06,64.15,12,66.7
100,300,0.8,0.01,True,2,5,50,3,25.0662,4.3134,20.2018,28.4249,8.47,0.07,62.2,8,33.3
100,300,0.8,0.01,True,2,5,100,3,24.5246,1.3077,23.2568,25.8689,8.42,0.06,42.92,2.7,33.3
100,300,0.8,0.01,True,2,5,500,3,25.0444,3.3254,21.2047,26.9871,8.41,0.1,60.3,2.3,33.3
100,300,0.8,0.01,True,2,8,50,3,24.8879,1.5192,23.2497,26.2504,8.39,0.08,68.18,4.3,33.3
100,300,0.8,0.01,True,2,8,100,3,23.9346,0.5444,23.3744,24.4616,8.43,0.09,73.72,7.3,66.7
100,300,0.8,0.01,True,2,8,500,3,24.1893,2.896,20.9187,26.4282,8.31,0.05,71.07,5.7,33.3
