population_size,generations,crossover_rate,mutation_rate,use_2opt,elitism_count,tournament_size,two_opt_iterations,num_runs,mean_distance_km,std_distance_km,min_distance_km,max_distance_km,mean_execution_time,std_execution_time,mean_improvement_pct,mean_convergence_gen,feasible_rate
100,20,0.6,0.01,False,5,3,500,3,23.3542,2.3866,20.5984,24.7421,0.06,0.01,72.24,10.3,0.0
100,20,0.6,0.01,False,5,5,50,3,23.0087,1.2754,21.8804,24.3925,0.06,0.0,68.4,6.7,0.0
100,20,0.6,0.01,False,5,5,100,3,25.1058,4.6303,22.1546,30.4424,0.06,0.0,65.51,10.7,0.0
100,20,0.6,0.01,False,5,5,500,3,28.1128,2.8841,25.8671,31.3653,0.07,0.0,64.17,7,0.0
100,20,0.6,0.01,False,5,8,50,3,25.517,5.8229,21.3332,32.1672,0.07,0.0,62.38,6.7,0.0
100,20,0.6,0.01,False,5,8,100,3,21.8029,3.5851,19.4448,25.9285,0.07,0.0,70.39,8,33.3
100,20,0.6,0.01,False,5,8,500,3,21.6329,6.6241,17.504,29.2734,0.08,0.01,74.81,8.7,66.7
100,20,0.6,0.01,False,10,3,50,3,24.488,3.3173,20.8747,27.3957,0.09,0.02,57.72,9.3,0.0
100,20,0.6,0.01,False,10,3,100,3,23.2686,6.3685,19.1415,30.6031,0.06,0.01,64.65,13.3,33.3
100,20,0.6,0.01,False,10,3,500,3,22.7119,0.8398,21.7797,23.4093,0.06,0.01,58.8,11.7,0.0
100,20,0.6,0.01,False,10,5,50,3,26.1294,0.7429,25.6985,26.9872,0.06,0.01,68.95,10.3,0.0
100,20,0.6,0.01,False,10,5,100,3,24.3923,4.5682,21.0493,29.5975,0.06,0.01,63.08,7,0.0
100,20,0.6,0.01,False,10,5,500,3,26.172,5.0325,21.4339,31.4546,0.07,0.01,56.98,10.7,0.0
100,20,0.6,0.01,False,10,8,50,3,25.4373,1.9463,23.4186,27.302,0.06,0.0,71.54,10.7,0.0
100,20,0.6,0.01,False,10,8,100,3,21.8898,0.9113,20.8525,22.5619,0.06,0.01,75.44,7.7,0.0
100,20,0.6,0.01,False,10,8,500,3,28.6561,3.0672,25.6237,31.7569,0.06,0.0,47.29,7.7,0.0
100,20,0.6,0.05,True,2,3,50,3,21.8661,0.6948,21.184,22.5729,0.17,0.01,66.65,11.7,0.0
100,20,0.6,0.05,True,2,3,100,3,20.4292,1.3072,19.4977,21.9236,0.15,0.01,57.52,8.7,66.7
100,20,0.6,0.05,True,2,3,500,3,20.8877,0.8392,19.9485,21.5641,0.13,0.01,74.98,10.7,33.3
100,20,0.6,0.05,True,2,5,50,3,20.163,0.8036,19.4022,21.0035,0.13,0.0,66.55,8,33.3
100,20,0.6,0.05,True,2,5,100,3,20.5675,2.5051,18.0293,23.0382,0.14,0.02,77.45,7.3,33.3
100,20,0.6,0.05,True,2,5,500,3,22.815,2.7429,19.6706,24.7158,0.14,0.01,63.56,6,33.3
100,20,0.6,0.05,True,2,8,50,3,23.1723,0.5723,22.6357,23.7747,0.17,0.02,57.7,5.3,0.0
100,20,0.6,0.05,True,2,8,100,3,23.537,0.2081,23.2968,23.6618,0.17,0.01,72.53,6.3,0.0
100,20,0.6,0.05,True,2,8,500,3,24.187,2.4859,21.3683,26.0664,0.17,0.01,66.18,7.7,0.0
100,20,0.6,0.05,True,5,3,50,3,21.9132,0.871,20.9177,22.5351,0.16,0.01,77.71,11.3,0.0
100,20,0.6,0.05,True,5,3,100,3,21.2374,1.7367,19.8318,23.1789,0.16,0.01,66.46,11,33.3
100,20,0.6,0.05,True,5,3,500,3,19.9396,2.3432,17.5022,22.1755,0.15,0.01,67.63,10.3,33.3
100,20,0.6,0.05,True,5,5,50,3,18.7056,1.8421,17.0962,20.7148,0.18,0.02,77.76,9.3,66.7
100,20,0.6,0.05,True,5,5,100,3,21.3946,0.5591,20.7491,21.7264,0.16,0.01,69.2,5.3,0.0
100,20,0.6,0.05,True,5,5,500,3,19.8077,1.1158,19.0464,21.0885,0.15,0.0,67.81,9,66.7
100,20,0.6,0.05,True,5,8,50,3,23.314,1.9828,21.0284,24.5742,0.15,0.0,65.86,5.7,0.0
100,20,0.6,0.05,True,5,8,100,3,22.2387,1.4186,20.6132,23.2272,0.14,0.01,70.98,6.7,0.0
100,20,0.6,0.05,True,5,8,500,3,22.9652,2.0552,20.8495,24.9541,0.13,0.0,63.52,5.7,0.0
100,20,0.6,0.05,True,10,3,100,3,20.0208,1.5784,18.6442,21.7435,0.15,0.04,64.73,12.7,66.7
100,20,0.6,0.05,True,10,3,500,3,21.2091,2.373,18.5503,23.1123,0.13,0.01,65.22,8.3,33.3
100,20,0.6,0.05,True,10,5,50,3,19.959,3.3038,16.5851,23.188,0.13,0.01,66.48,6,33.3
100,20,0.6,0.05,True,10,5,100,3,21.0243,1.568,19.2662,22.2779,0.12,0.0,75.0,5.7,33.3
100,20,0.6,0.05,True,10,5,500,3,23.7727,1.3711,22.1895,24.5697,0.12,0.0,58.47,7,0.0
100,20,0.6,0.05,True,10,8,50,3,20.6209,5.1518,15.6674,25.9504,0.13,0.01,73.53,8,33.3
100,20,0.6,0.05,True,10,8,100,3,21.0779,0.8871,20.3435,22.0636,0.13,0.0,77.99,6,0.0
100,20,0.6,0.05,True,10,8,500,3,22.5055,2.2234,20.135,24.5447,0.12,0.01,74.74,7.7,0.0
100,20,0.6,0.05,False,2,3,50,3,23.7657,2.0085,22.2067,26.0323,0.05,0.0,70.71,16,0.0
100,20,0.6,0.05,False,2,3,100,3,20.7032,4.4698,16.7508,25.554,0.05,0.01,77.04,14.7,66.7
100,20,0.6,0.05,False,2,3,500,3,24.1617,1.7965,22.0937,25.3373,0.06,0.01,43.65,9,0.0
100,20,0.6,0.05,False,2,5,50,3,24.2739,1.2221,22.8947,25.2222,0.07,0.02,68.11,9.7,0.0
100,20,0.6,0.05,False,2,5,100,3,22.9066,0.903,21.8651,23.4708,0.05,0.0,66.37,8,0.0
100,20,0.6,0.05,False,2,5,500,3,25.3438,1.838,23.63,27.2848,0.06,0.01,58.96,9,0.0
100,20,0.6,0.05,False,2,8,50,3,22.9907,3.6586,20.5864,27.2012,0.06,0.0,62.82,7.7,0.0
100,20,0.6,0.05,False,2,8,100,3,23.4473,2.8135,21.0187,26.5304,0.05,0.01,55.63,9.3,0.0
100,20,0.6,0.05,False,2,8,500,3,23.1195,2.2713,21.7697,25.7418,0.05,0.01,68.85,5,0.0
100,20,0.6,0.05,False,5,3,100,3,21.0363,3.6291,16.8679,23.4925,0.07,0.03,65.92,12.3,33.3
100,20,0.6,0.05,False,5,3,500,3,23.1886,3.1111,19.6445,25.4688,0.05,0.01,65.78,13.7,33.3
100,20,0.6,0.05,False,5,5,50,3,25.2246,5.4902,21.837,31.559,0.05,0.01,68.49,10,0.0
100,20,0.6,0.05,False,5,5,100,3,24.5293,4.8588,21.0733,30.0848,0.06,0.01,61.08,9,0.0
100,20,0.6,0.05,False,5,5,500,3,23.178,0.2271,22.9684,23.4192,0.05,0.01,57.84,7.3,0.0
100,20,0.6,0.05,False,5,8,50,3,25.2456,2.1975,23.8947,27.7813,0.06,0.01,68.11,9,0.0
100,20,0.6,0.05,False,5,8,100,3,27.1854,5.9153,23.1476,33.9753,0.05,0.0,43.05,7.3,0.0
100,20,0.6,0.05,False,5,8,500,3,23.2053,2.0309,21.2444,25.2997,0.07,0.01,70.6,9,0.0
100,20,0.6,0.05,False,10,3,50,3,23.6818,2.9253,20.4747,26.2038,0.04,0.01,66.32,13.7,0.0
100,20,0.6,0.05,False,10,3,100,3,19.8784,0.5813,19.2322,20.3586,0.05,0.0,72.24,12.7,33.3
100,20,0.6,0.05,False,10,3,500,3,21.5797,2.5588,18.8537,23.9296,0.05,0.0,63.88,10,33.3
100,20,0.6,0.05,False,10,5,50,3,22.1133,1.5198,21.0802,23.8584,0.05,0.0,73.88,8.7,0.0
100,20,0.6,0.05,False,10,5,100,3,23.636,2.416,21.3455,26.1604,0.05,0.01,74.08,9.3,0.0
100,20,0.6,0.05,False,10,5,500,3,22.9389,2.5366,20.0915,24.9573,0.06,0.0,68.61,10.3,0.0
100,20,0.6,0.05,False,10,8,50,3,21.2987,4.6512,16.5367,25.8305,0.08,0.01,71.81,8,33.3
100,20,0.6,0.05,False,10,8,100,3,26.0378,7.0923,19.4345,33.5345,0.09,0.01,57.59,5,33.3
100,20,0.6,0.05,False,10,8,500,3,25.0984,3.2256,22.2669,28.6097,0.12,0.04,67.38,7.3,0.0
100,20,0.6,0.2,True,2,3,50,3,18.7933,2.5827,15.8707,20.7686,0.23,0.01,67.33,10.7,66.7
100,20,0.6,0.2,True,2,3,100,3,20.3597,0.6475,19.71,21.0049,0.22,0.01,56.81,13,33.3
100,20,0.6,0.2,True,2,3,500,3,20.1595,3.9984,16.6502,24.5124,0.22,0.0,61.03,11.7,66.7
100,20,0.6,0.2,True,2,5,50,3,23.2901,3.2403,21.4006,27.0317,0.28,0.11,68.31,7,0.0
100,20,0.6,0.2,True,2,5,100,3,21.2935,2.2536,19.2008,23.6793,0.22,0.01,70.95,9.7,33.3
100,20,0.6,0.2,True,2,5,500,3,19.1004,0.3685,18.6959,19.4171,0.22,0.01,81.38,9.3,100.0
100,20,0.6,0.2,True,2,8,50,3,21.3108,3.9031,17.547,25.3396,0.25,0.01,68.54,5.3,33.3
100,20,0.6,0.2,True,2,8,100,3,22.6455,4.2674,17.9494,26.286,0.27,0.02,69.3,8,33.3
100,20,0.6,0.2,True,2,8,500,3,19.863,0.246,19.7208,20.147,0.26,0.01,68.44,7.7,66.7
100,20,0.6,0.2,True,5,3,50,3,19.5993,1.2895,18.4318,20.9833,0.25,0.02,64.23,9.7,66.7
100,20,0.6,0.2,True,5,3,100,3,20.1536,0.0242,20.1273,20.175,0.24,0.02,74.99,10.7,0.0
100,20,0.6,0.2,True,5,3,500,3,21.3272,0.646,20.9526,22.0731,0.22,0.01,63.13,11.7,0.0
100,20,0.6,0.2,True,5,5,50,3,22.1305,2.8849,19.2752,25.0441,0.23,0.01,65.99,7,33.3
100,20,0.6,0.2,True,5,5,100,3,21.4532,2.4197,18.8493,23.6324,0.22,0.02,73.03,6.7,33.3
100,20,0.6,0.2,True,5,5,500,3,21.6472,1.617,20.5895,23.5085,0.23,0.04,71.23,7.7,0.0
100,20,0.6,0.2,True,5,8,50,3,21.7925,1.8934,19.6483,23.2341,0.22,0.02,69.09,5.3,33.3
100,20,0.6,0.2,True,5,8,100,3,22.825,2.0849,21.3525,25.2106,0.23,0.01,68.64,6.3,0.0
100,20,0.6,0.2,True,5,8,500,3,21.2102,0.3043,20.863,21.4305,0.23,0.02,70.18,6.3,0.0
100,20,0.6,0.2,True,10,3,50,3,20.4956,1.3264,18.9719,21.392,0.21,0.01,73.78,9.3,33.3
100,20,0.6,0.2,True,10,3,100,3,19.8661,0.4069,19.3995,20.147,0.2,0.01,67.8,11.7,33.3
100,20,0.6,0.2,True,10,3,500,3,20.4024,0.5605,19.8596,20.979,0.29,0.08,59.5,10.3,33.3
100,20,0.6,0.2,True,10,5,50,3,21.8225,1.4901,20.43,23.394,0.29,0.06,78.01,10.3,0.0
100,20,0.6,0.2,True,10,5,100,3,20.1896,2.8242,17.2884,22.93,0.23,0.03,72.74,7.7,33.3
100,20,0.6,0.2,True,10,5,500,3,22.5416,2.4399,20.4057,25.2006,0.23,0.01,50.0,7,0.0
100,20,0.6,0.2,True,10,8,50,3,19.9233,1.6492,18.2822,21.5804,0.23,0.01,68.3,6.7,66.7
100,20,0.6,0.2,True,10,8,100,3,20.9579,4.8056,16.1413,25.7525,0.21,0.01,74.65,7.3,33.3
100,20,0.6,0.2,True,10,8,500,3,22.7295,1.803,21.0537,24.6373,0.21,0.02,67.88,7,0.0
100,20,0.6,0.2,False,2,3,50,3,21.3269,2.2692,18.9588,23.4823,0.09,0.01,62.4,14.3,33.3
100,20,0.6,0.2,False,2,3,100,3,20.5862,0.3261,20.3942,20.9627,0.09,0.01,78.08,15.3,0.0
100,20,0.6,0.2,False,2,3,500,3,21.1812,2.5237,18.2677,22.6905,0.09,0.01,68.88,11.7,33.3
100,20,0.6,0.2,False,2,5,50,3,21.8867,4.319,16.9001,24.4441,0.11,0.06,71.51,10,33.3
100,20,0.6,0.2,False,2,5,100,3,22.3314,1.0905,21.5555,23.5782,0.1,0.01,76.38,12.3,0.0
100,20,0.6,0.2,False,2,5,500,3,21.1457,2.1569,18.7039,22.7915,0.08,0.02,73.51,11.7,33.3
100,20,0.6,0.2,False,2,8,50,3,24.0549,4.429,20.9911,29.133,0.09,0.01,74.86,7,0.0
100,20,0.6,0.2,False,2,8,100,3,24.5172,3.4066,22.2032,28.429,0.09,0.0,44.85,6,0.0
100,20,0.6,0.2,False,2,8,500,3,24.0366,0.6437,23.3013,24.498,0.09,0.01,58.9,6.7,0.0
100,20,0.6,0.2,False,5,3,50,3,20.2792,2.3514,17.5855,21.921,0.08,0.01,74.86,12.7,33.3
100,20,0.6,0.2,False,5,3,100,3,19.3162,1.8103,17.3681,20.9466,0.08,0.0,79.39,16.3,66.7
100,20,0.6,0.2,False,5,3,500,3,23.0715,1.7759,21.1889,24.7169,0.08,0.01,74.7,11.7,0.0
100,20,0.6,0.2,False,5,5,50,3,20.9734,0.8013,20.1165,21.7042,0.08,0.0,64.33,10.7,0.0
100,20,0.6,0.2,False,5,5,100,3,20.3445,1.2722,18.9895,21.5133,0.09,0.01,65.8,10,33.3
100,20,0.6,0.2,False,5,5,500,3,27.433,2.9631,24.0658,29.6421,0.08,0.0,56.6,9.7,0.0
100,20,0.6,0.2,False,5,8,50,3,23.8177,0.5027,23.2883,24.2885,0.09,0.01,66.72,8.7,0.0
100,20,0.6,0.2,False,5,8,100,3,22.0083,2.5688,20.2785,24.96,0.08,0.01,65.12,7,0.0
100,20,0.6,0.2,False,5,8,500,3,22.7564,3.73,18.9222,26.3727,0.09,0.01,65.27,7.3,33.3
100,20,0.6,0.2,False,10,3,50,3,24.2397,0.8073,23.6588,25.1616,0.07,0.01,66.53,13,0.0
100,20,0.6,0.2,False,10,3,100,3,21.1189,1.8703,19.7395,23.2476,0.08,0.0,69.08,12.3,33.3
100,20,0.6,0.2,False,10,3,500,3,23.1304,2.4107,21.5365,25.9037,0.08,0.01,62.94,13,0.0
100,20,0.6,0.2,False,10,5,50,3,23.3031,1.3656,22.4093,24.8751,0.11,0.05,70.28,9.3,0.0
100,20,0.6,0.2,False,10,5,100,3,24.435,2.1158,22.4815,26.6824,0.08,0.01,60.36,9.3,0.0
100,20,0.6,0.2,False,10,5,500,3,24.1482,6.9993,17.0247,31.0164,0.08,0.0,56.93,10.3,33.3
100,20,0.6,0.2,False,10,8,50,3,29.4939,2.5772,26.5266,31.174,0.1,0.02,33.21,3.3,0.0
100,20,0.6,0.2,False,10,8,100,3,22.9114,1.2141,21.5282,23.8006,0.08,0.01,69.15,6,0.0
100,20,0.6,0.2,False,10,8,500,3,23.7351,3.0141,20.8209,26.8401,0.08,0.0,54.42,7.7,0.0
100,20,0.6,0.5,True,2,3,50,3,21.7399,2.7554,19.7673,24.8882,0.31,0.08,71.59,12.3,33.3
100,20,0.6,0.5,True,2,3,100,3,20.2743,0.9401,19.4855,21.3145,0.18,0.01,68.83,10.3,33.3
100,20,0.6,0.5,True,2,3,500,3,20.4795,1.4489,18.8932,21.733,0.23,0.1,56.24,11.3,33.3
100,20,0.6,0.5,True,2,5,50,3,21.958,2.6876,19.8604,24.9876,0.16,0.01,70.78,6.7,33.3
100,20,0.6,0.5,True,2,5,100,3,21.3923,2.7403,19.5623,24.5428,0.15,0.01,57.04,6,33.3
100,20,0.6,0.5,True,2,5,500,3,20.8724,3.4905,17.1361,24.0497,0.15,0.01,65.56,7,33.3
100,20,0.6,0.5,True,2,8,50,3,20.5654,3.6563,16.4757,23.5182,0.15,0.01,61.8,6.3,33.3
100,20,0.6,0.5,True,2,8,100,3,20.0814,1.8275,17.9742,21.2326,0.22,0.07,74.45,6.7,33.3
100,20,0.6,0.5,True,2,8,500,3,22.0171,4.5288,18.8572,27.2055,0.17,0.01,63.1,8,66.7
100,20,0.6,0.5,True,5,3,50,3,19.9052,1.1303,18.723,20.9752,0.17,0.01,73.72,10.7,33.3
100,20,0.6,0.5,True,5,3,100,3,18.2846,2.9707,14.8635,20.2129,0.18,0.01,80.3,12.3,66.7
100,20,0.6,0.5,True,5,3,500,3,20.4401,1.4489,19.1958,22.0308,0.17,0.01,72.43,9.7,33.3
100,20,0.6,0.5,True,5,5,50,3,21.5348,0.7191,20.7391,22.138,0.22,0.09,74.78,9.3,0.0
100,20,0.6,0.5,True,5,5,100,3,20.7594,0.5017,20.1841,21.1055,0.2,0.03,72.7,10,0.0
100,20,0.6,0.5,True,5,5,500,3,22.2163,2.2455,19.6408,23.7636,0.26,0.08,70.85,5.7,33.3
100,20,0.6,0.5,True,5,8,50,3,22.4779,0.1946,22.2622,22.6402,0.2,0.04,71.4,6.3,0.0
100,20,0.6,0.5,True,5,8,100,3,18.5477,1.9272,16.3619,20.0024,0.17,0.02,80.61,7,66.7
100,20,0.6,0.5,True,5,8,500,3,23.5013,1.8469,22.2165,25.6178,0.18,0.01,73.73,6.3,0.0
100,20,0.6,0.5,True,10,3,50,3,23.762,3.7523,20.978,28.0292,0.17,0.01,76.95,10.3,0.0
100,20,0.6,0.5,True,10,3,100,3,21.1187,0.9739,20.1849,22.1283,0.17,0.02,71.86,9.7,0.0
100,20,0.6,0.5,True,10,3,500,3,21.2625,3.3048,18.9049,25.0399,0.16,0.01,73.67,11,66.7
100,20,0.6,0.5,True,10,5,50,3,20.5794,1.8224,19.0167,22.5813,0.17,0.01,75.58,10.3,33.3
100,20,0.6,0.5,True,10,5,100,3,20.6527,2.4422,18.2705,23.1508,0.16,0.01,71.69,10.3,33.3
100,20,0.6,0.5,True,10,5,500,3,20.4086,0.8015,19.4834,20.8905,0.17,0.01,67.73,9.3,33.3
100,20,0.6,0.5,True,10,8,50,3,22.6387,1.6541,20.7295,23.6397,0.16,0.01,77.62,6.7,0.0
100,20,0.6,0.5,True,10,8,100,3,20.5435,0.6186,20.1189,21.2532,0.18,0.01,75.75,9,0.0
100,20,0.6,0.5,True,10,8,500,3,20.9861,3.5189,17.263,24.2572,0.16,0.01,71.4,6.7,33.3
100,20,0.6,0.5,False,2,3,50,3,23.0359,1.9171,21.4071,25.1486,0.07,0.01,60.76,11,0.0
100,20,0.6,0.5,False,2,3,100,3,19.5786,2.7511,17.048,22.5069,0.06,0.0,68.61,20,66.7
100,20,0.6,0.5,False,2,3,500,3,20.8534,0.7743,20.1317,21.6714,0.06,0.0,70.57,13,0.0
100,20,0.6,0.5,False,2,5,50,3,20.849,1.6423,19.3288,22.5909,0.06,0.0,64.89,11.3,33.3
100,20,0.6,0.5,False,2,5,100,3,20.3393,0.9926,19.7585,21.4854,0.06,0.0,68.91,11.3,66.7
100,20,0.6,0.5,False,2,5,500,3,20.1702,1.2172,18.7759,21.0206,0.06,0.0,75.17,10,33.3
100,20,0.6,0.5,False,2,8,50,3,24.0138,1.5883,22.1843,25.039,0.08,0.03,66.22,4.7,0.0
100,20,0.6,0.5,False,2,8,100,3,21.5537,1.0912,20.6331,22.759,0.06,0.01,70.88,9.3,0.0
100,20,0.6,0.5,False,2,8,500,3,26.7869,5.3166,23.5493,32.9228,0.06,0.01,51.16,6.7,0.0
100,20,0.6,0.5,False,5,3,50,3,20.2344,1.2207,19.3635,21.6297,0.06,0.0,75.87,16,66.7
100,20,0.6,0.5,False,5,3,100,3,22.0173,1.8276,19.9391,23.3743,0.06,0.0,69.91,12.7,33.3
100,20,0.6,0.5,False,5,3,500,3,22.9466,3.2385,20.324,26.5665,0.06,0.01,72.38,17.7,0.0
100,20,0.6,0.5,False,5,5,50,3,20.2079,2.0871,17.7981,21.4384,0.06,0.0,74.41,10.7,33.3
100,20,0.6,0.5,False,5,5,100,3,22.4051,2.008,21.1615,24.7216,0.06,0.0,74.95,10.7,0.0
100,20,0.6,0.5,False,5,5,500,3,24.6166,3.8197,21.4098,28.8425,0.06,0.0,70.61,8,0.0
100,20,0.6,0.5,False,5,8,50,3,27.4296,3.2464,24.0411,30.5122,0.06,0.0,69.63,6.7,0.0
100,20,0.6,0.5,False,5,8,100,3,23.6928,0.5958,23.2004,24.3551,0.07,0.01,72.4,8,0.0
100,20,0.6,0.5,False,5,8,500,3,24.1087,2.7248,21.3803,26.8298,0.06,0.0,73.38,8.3,0.0
100,20,0.6,0.5,False,10,3,50,3,21.0155,0.143,20.8542,21.1267,0.06,0.0,73.31,15.7,0.0
100,20,0.6,0.5,False,10,3,100,3,22.2506,0.4522,21.863,22.7474,0.06,0.0,65.04,14,0.0
100,20,0.6,0.5,False,10,3,500,3,19.7207,2.5147,17.5177,22.4604,0.06,0.0,68.93,12.7,66.7
100,20,0.6,0.5,False,10,5,50,3,22.5137,4.2246,17.6363,25.0252,0.06,0.01,73.31,9,33.3
100,20,0.6,0.5,False,10,5,100,3,22.1655,0.3537,21.8496,22.5476,0.06,0.0,70.84,11.3,0.0
100,20,0.6,0.5,False,10,5,500,3,21.565,0.9877,20.4377,22.2788,0.06,0.0,58.34,7.3,0.0
100,20,0.6,0.5,False,10,8,50,3,23.6884,1.3982,22.5591,25.2523,0.06,0.0,64.46,9.3,0.0
100,20,0.6,0.5,False,10,8,100,3,22.6352,1.9571,20.426,24.152,0.06,0.0,67.56,5.3,0.0
100,20,0.6,0.5,False,10,8,500,3,22.2972,3.9712,19.2477,26.7878,0.06,0.0,67.14,8.7,33.3
100,20,0.7,0.01,True,2,3,50,3,20.3578,1.224,18.9532,21.1966,0.15,0.01,68.82,11.3,33.3
100,20,0.7,0.01,True,2,3,100,3,18.8834,1.4196,17.8086,20.4926,0.18,0.05,76.01,12,66.7
100,20,0.7,0.01,True,2,3,500,3,19.9718,2.5,18.1874,22.8292,0.15,0.01,75.46,12,66.7
100,20,0.7,0.01,True,2,5,50,3,20.1368,0.4361,19.6335,20.4039,0.14,0.01,73.02,7.7,33.3
100,20,0.7,0.01,True,2,5,100,3,21.0937,3.2467,17.7729,24.2608,0.13,0.01,77.98,7.7,33.3
100,20,0.7,0.01,True,2,5,500,3,21.0525,0.9745,20.1923,22.1109,0.13,0.0,65.84,6,0.0
100,20,0.7,0.01,True,2,8,50,3,21.8949,0.921,21.1994,22.9394,0.14,0.02,71.82,5.3,0.0
100,20,0.7,0.01,True,2,8,100,3,22.6892,1.8361,21.5627,24.8079,0.13,0.0,56.17,6,0.0
100,20,0.7,0.01,True,2,8,500,3,18.7163,1.1593,17.3835,19.4913,0.15,0.02,82.42,7.7,100.0
100,20,0.7,0.01,True,5,3,50,3,20.6666,1.181,19.334,21.5834,0.19,0.04,67.07,11,33.3
100,20,0.7,0.01,True,5,3,100,3,20.7575,1.4921,19.0661,21.8872,0.13,0.01,59.68,12.3,33.3
