population_size,generations,crossover_rate,mutation_rate,use_2opt,run_number,best_distance_km,best_fitness,travel_time_minutes,is_feasible,execution_time_seconds,initial_distance_km,final_distance_km,improvement_km,improvement_percentage,convergence_generation
100,20,0.7,0.05,False,1,26.0509,0.036706,34.47,False,0.1,61.6054,26.2431,35.3623,57.4,4
100,20,0.7,0.05,False,2,25.4852,0.037816,32.75,False,0.09,55.9243,25.4436,30.4807,54.5,5
100,20,0.7,0.05,False,3,24.5462,0.039713,30.85,False,0.1,41.666,24.1804,17.4856,41.97,5
100,20,0.7,0.2,True,1,21.5322,0.046306,25.96,False,0.22,86.6066,20.5954,66.0112,76.22,8
100,20,0.7,0.2,True,2,25.4588,0.037869,31.46,False,0.23,82.5173,25.4071,57.1102,69.21,5
100,20,0.7,0.2,True,3,24.4887,0.039832,34.59,False,0.21,104.2211,24.1055,80.1156,76.87,6
100,20,0.7,0.2,False,1,21.5728,0.046212,26.76,False,0.09,106.1785,20.6395,85.5391,80.56,7
100,20,0.7,0.2,False,2,27.8164,0.033399,34.63,False,0.09,62.1324,28.9407,33.1917,53.42,4
100,20,0.7,0.2,False,3,19.4457,0.051425,23.26,True,0.09,98.273,18.4457,79.8273,81.23,9
100,20,0.7,0.5,True,1,19.8049,0.050492,22.87,True,0.25,82.453,18.8049,63.6481,77.19,4
100,20,0.7,0.5,True,2,22.3622,0.044409,27.15,False,0.22,55.5656,21.5181,34.0474,61.27,8
100,20,0.7,0.5,True,3,22.916,0.043179,25.36,False,0.24,64.909,22.1595,42.7495,65.86,7
100,20,0.7,0.5,False,1,21.5161,0.046344,24.36,False,0.09,100.9861,20.578,80.4081,79.62,7
100,20,0.7,0.5,False,2,22.4692,0.044169,27.13,False,0.1,113.9077,21.6405,92.2672,81.0,7
100,20,0.7,0.5,False,3,28.6947,0.031841,34.45,False,0.09,69.7692,30.4063,39.3628,56.42,5
100,20,0.8,0.01,True,1,16.8401,0.059382,26.32,True,0.21,100.6759,15.8401,84.8358,84.27,6
100,20,0.8,0.01,True,2,20.0423,0.049894,23.05,False,0.21,37.0538,19.0423,18.0115,48.61,5
100,20,0.8,0.01,True,3,22.1608,0.044863,29.57,False,0.21,104.7392,21.2902,83.449,79.67,5
100,20,0.8,0.01,False,1,21.9206,0.04541,31.24,False,0.09,70.2521,21.0216,49.2304,70.08,6
100,20,0.8,0.01,False,2,22.1804,0.044819,29.97,False,0.09,38.1717,21.3122,16.8595,44.17,9
100,20,0.8,0.01,False,3,23.5386,0.041829,30.68,False,0.09,64.2186,22.9071,41.3115,64.33,6
100,20,0.8,0.05,True,1,23.6093,0.041678,27.68,False,0.22,43.0749,22.9937,20.0811,46.62,7
100,20,0.8,0.05,True,2,23.6421,0.041608,28.86,False,0.21,97.9898,23.0341,74.9557,76.49,5
100,20,0.8,0.05,True,3,20.0685,0.049829,22.35,False,0.21,54.0363,19.0686,34.9677,64.71,8
100,20,0.8,0.05,False,1,21.4949,0.046393,24.07,False,0.09,134.9978,20.5549,114.4429,84.77,8
100,20,0.8,0.05,False,2,21.8848,0.045492,30.59,False,0.09,64.5445,20.982,43.5625,67.49,7
100,20,0.8,0.05,False,3,22.359,0.044416,26.06,False,0.09,67.4675,21.5146,45.953,68.11,7
100,20,0.8,0.2,True,1,16.1413,0.061953,24.87,True,0.22,53.4471,15.1413,38.3058,71.67,7
100,20,0.8,0.2,True,2,20.5764,0.048579,25.83,False,0.22,64.826,19.585,45.2411,69.79,6
100,20,0.8,0.2,True,3,21.2537,0.046958,29.14,False,0.23,103.9004,20.2955,83.6049,80.47,7
100,20,0.8,0.2,False,1,35.548,0.021603,43.59,False,0.09,70.0508,45.2898,24.761,35.35,4
100,20,0.8,0.2,False,2,20.9666,0.047639,21.76,False,0.09,65.9897,19.9911,45.9986,69.71,4
100,20,0.8,0.2,False,3,21.2694,0.046921,27.43,False,0.09,42.0321,20.3123,21.7199,51.67,6
100,20,0.8,0.5,True,1,21.8565,0.045557,22.53,False,0.25,90.597,20.9507,69.6463,76.87,7
100,20,0.8,0.5,True,2,19.9893,0.050027,26.29,True,0.25,114.4812,18.9893,95.492,83.41,7
100,20,0.8,0.5,True,3,22.8469,0.043331,27.37,False,0.23,57.2994,22.0783,35.2211,61.47,6
100,20,0.8,0.5,False,1,21.1875,0.047115,26.85,False,0.09,63.4025,20.2248,43.1777,68.1,9
100,20,0.8,0.5,False,2,26.5987,0.035655,30.45,False,0.1,56.3679,27.0464,29.3215,52.02,8
100,20,0.8,0.5,False,3,22.5387,0.044014,28.82,False,0.09,57.5983,21.7202,35.8781,62.29,5
100,20,0.9,0.01,True,1,21.2553,0.046955,23.56,False,0.32,49.2501,20.2971,28.953,58.79,7
100,20,0.9,0.01,True,2,20.5648,0.048607,24.56,False,0.2,81.4167,19.573,61.8437,75.96,7
100,20,0.9,0.01,True,3,20.7707,0.048109,24.41,False,0.21,93.2157,19.7861,73.4296,78.77,5
100,20,0.9,0.01,False,1,28.8576,0.031558,28.1,False,0.09,78.2956,30.6878,47.6078,60.81,4
100,20,0.9,0.01,False,2,22.6175,0.043838,29.34,False,0.09,74.7409,21.8112,52.9297,70.82,8
100,20,0.9,0.01,False,3,23.8699,0.041124,28.86,False,0.09,45.3167,23.3168,21.9999,48.55,8
100,20,0.9,0.05,True,1,21.4748,0.04644,22.23,False,0.21,61.1765,20.5332,40.6433,66.44,9
100,20,0.9,0.05,True,2,18.6416,0.053644,22.27,True,0.22,65.0427,17.6416,47.4012,72.88,6
100,20,0.9,0.05,True,3,20.4679,0.048844,26.0,False,0.21,45.4295,19.4735,25.956,57.13,6
100,20,0.9,0.05,False,1,23.2926,0.042358,29.0,False,0.09,68.6458,22.6082,46.0376,67.07,7
100,20,0.9,0.05,False,2,25.8207,0.037155,31.35,False,0.09,52.341,25.9142,26.4268,50.49,6
100,20,0.9,0.05,False,3,20.7774,0.048093,22.39,False,0.09,51.9485,19.7931,32.1554,61.9,6
100,20,0.9,0.2,True,1,22.8399,0.043346,25.1,False,0.23,90.3377,22.0702,68.2675,75.57,7
100,20,0.9,0.2,True,2,20.8531,0.047911,24.34,False,0.21,53.7692,19.8721,33.897,63.04,5
100,20,0.9,0.2,True,3,21.2888,0.046876,27.03,False,0.24,52.4347,20.333,32.1018,61.22,7
100,20,0.9,0.2,False,1,27.3852,0.034185,32.23,False,0.08,67.3692,28.2522,39.117,58.06,6
100,20,0.9,0.2,False,2,23.0088,0.042975,26.39,False,0.08,88.2712,22.2691,66.0021,74.77,8
100,20,0.9,0.2,False,3,19.0739,0.052428,20.49,True,0.09,69.8312,18.0739,51.7573,74.12,6
100,20,0.9,0.5,True,1,20.2082,0.049482,29.39,False,0.24,83.586,19.2093,64.3766,77.02,8
100,20,0.9,0.5,True,2,16.9577,0.05897,23.74,True,0.25,77.2585,15.9577,61.3008,79.35,8
100,20,0.9,0.5,True,3,19.5877,0.051053,22.86,True,0.24,84.4696,18.5877,65.882,77.99,9
100,20,0.9,0.5,False,1,24.9567,0.038876,33.13,False,0.09,67.5258,24.7231,42.8026,63.39,7
100,20,0.9,0.5,False,2,18.0585,0.055375,26.21,True,0.09,89.8488,17.0585,72.7903,81.01,10
100,20,0.9,0.5,False,3,23.3212,0.042296,24.13,False,0.09,97.8513,22.6427,75.2086,76.86,12
100,40,0.6,0.01,True,1,20.8403,0.047942,23.21,False,0.36,103.2711,19.8587,83.4124,80.77,4
100,40,0.6,0.01,True,2,20.077,0.049808,23.13,False,0.36,84.3318,19.0772,65.2546,77.38,8
100,40,0.6,0.01,True,3,18.4647,0.054157,25.24,True,0.36,79.0921,17.4647,61.6274,77.92,7
100,40,0.6,0.01,False,1,22.1769,0.044827,28.32,False,0.15,59.1639,21.3082,37.8556,63.98,9
100,40,0.6,0.01,False,2,27.505,0.033966,37.73,False,0.14,41.7002,28.4416,13.2586,31.8,6
100,40,0.6,0.01,False,3,21.4506,0.046497,25.39,False,0.15,110.6893,20.507,90.1823,81.47,7
100,40,0.6,0.05,True,1,21.196,0.047095,21.91,False,0.39,106.5435,20.2339,86.3097,81.01,7
100,40,0.6,0.05,True,2,19.3054,0.051799,22.67,True,0.43,30.4902,18.3054,12.1847,39.96,7
100,40,0.6,0.05,True,3,22.1516,0.044884,27.02,False,0.42,66.8693,21.2798,45.5895,68.18,6
100,40,0.6,0.05,False,1,22.4781,0.044149,28.33,False,0.17,96.5952,21.6507,74.9445,77.59,9
100,40,0.6,0.05,False,2,27.8743,0.033295,35.77,False,0.17,100.2848,29.0347,71.2501,71.05,6
100,40,0.6,0.05,False,3,21.6487,0.046036,31.44,False,0.16,37.0691,20.7222,16.3469,44.1,3
100,40,0.6,0.2,True,1,18.4318,0.054254,23.39,True,0.42,91.3452,17.4318,73.9134,80.92,7
100,40,0.6,0.2,True,2,23.2792,0.042387,28.77,False,0.43,76.2995,22.5921,53.7075,70.39,6
100,40,0.6,0.2,True,3,19.717,0.050718,24.21,True,0.39,116.4525,18.717,97.7355,83.93,8
100,40,0.6,0.2,False,1,28.3085,0.032519,37.62,False,0.15,66.5461,29.7513,36.7948,55.29,6
100,40,0.6,0.2,False,2,25.7144,0.037364,33.51,False,0.16,67.0394,25.764,41.2755,61.57,5
100,40,0.6,0.2,False,3,22.6763,0.043708,25.34,False,0.17,86.1852,21.8793,64.3058,74.61,5
100,40,0.6,0.5,True,1,23.0979,0.042781,27.64,False,0.44,39.3159,22.3749,16.9409,43.09,7
100,40,0.6,0.5,True,2,20.0701,0.049825,26.7,False,0.5,83.6144,19.0702,64.5442,77.19,9
100,40,0.6,0.5,True,3,20.1718,0.049572,25.42,False,0.52,81.2498,19.1726,62.0773,76.4,7
100,40,0.6,0.5,False,1,23.5265,0.041855,31.68,False,0.17,51.3997,22.8923,28.5074,55.46,8
100,40,0.6,0.5,False,2,18.6287,0.053681,25.32,True,0.17,64.3314,17.6287,46.7028,72.6,9
100,40,0.6,0.5,False,3,26.0866,0.036637,32.22,False,0.16,66.65,26.2946,40.3554,60.55,7
100,40,0.7,0.01,True,1,22.7274,0.043594,26.72,False,0.53,68.7485,21.9387,46.8098,68.09,5
100,40,0.7,0.01,True,2,22.6191,0.043835,27.4,False,0.38,78.9982,21.8131,57.1851,72.39,9
100,40,0.7,0.01,True,3,21.4218,0.046564,26.2,False,0.37,72.7009,20.476,52.225,71.84,8
100,40,0.7,0.01,False,1,25.0312,0.038725,28.84,False,0.17,76.6237,24.8232,51.8005,67.6,11
100,40,0.7,0.01,False,2,23.7505,0.041377,28.4,False,0.16,31.9293,23.1681,8.7612,27.44,7
100,40,0.7,0.01,False,3,26.3606,0.036109,29.71,False,0.16,81.5336,26.6937,54.84,67.26,6
100,40,0.7,0.05,True,1,19.7344,0.050673,29.98,True,0.36,66.0101,18.7344,47.2757,71.62,4
100,40,0.7,0.05,True,2,19.0829,0.052403,27.22,True,0.41,80.7123,18.0829,62.6293,77.6,9
100,40,0.7,0.05,True,3,20.6462,0.04841,25.86,False,0.37,82.6516,19.6569,62.9947,76.22,7
100,40,0.7,0.05,False,1,26.6402,0.035576,29.32,False,0.16,121.3306,27.1086,94.2221,77.66,6
100,40,0.7,0.05,False,2,20.2552,0.049366,26.09,False,0.16,50.7373,19.2569,31.4804,62.05,8
100,40,0.7,0.05,False,3,23.1813,0.042599,26.56,False,0.16,69.5335,22.4746,47.0589,67.68,8
100,40,0.7,0.2,True,1,18.641,0.053645,19.74,True,0.4,41.6421,17.641,24.001,57.64,9
100,40,0.7,0.2,True,2,15.9874,0.062549,22.96,True,0.42,117.0864,14.9874,102.099,87.2,8
100,40,0.7,0.2,True,3,19.9412,0.050147,24.09,True,0.39,87.1691,18.9412,68.2279,78.27,8
100,40,0.7,0.2,False,1,20.1785,0.049556,23.42,False,0.15,64.3162,19.1793,45.1369,70.18,7
100,40,0.7,0.2,False,2,24.7826,0.039229,28.27,False,0.16,107.4055,24.4911,82.9143,77.2,6
100,40,0.7,0.2,False,3,21.0744,0.047382,30.01,False,0.15,43.4628,20.1048,23.358,53.74,4
100,40,0.7,0.5,True,1,26.3036,0.036219,31.36,False,0.54,38.2557,26.61,11.6457,30.44,2
100,40,0.7,0.5,True,2,24.6473,0.039506,28.62,False,0.56,96.2658,24.3127,71.9531,74.74,8
100,40,0.7,0.5,True,3,18.1445,0.055113,27.68,True,0.51,67.9614,17.1445,50.8168,74.77,9
100,40,0.7,0.5,False,1,24.3944,0.040027,28.99,False,0.27,76.3831,23.9832,52.3999,68.6,6
100,40,0.7,0.5,False,2,21.4478,0.046503,27.89,False,0.17,82.1874,20.5039,61.6835,75.05,9
100,40,0.7,0.5,False,3,28.4784,0.032219,34.72,False,0.17,62.6049,30.0374,32.5676,52.02,7
100,40,0.8,0.01,True,1,26.4081,0.036018,29.02,False,0.44,69.467,26.7636,42.7034,61.47,5
100,40,0.8,0.01,True,2,22.3403,0.044458,27.63,False,0.39,73.53,21.4933,52.0367,70.77,5
100,40,0.8,0.01,True,3,22.7237,0.043603,29.75,False,0.45,87.1257,21.9345,65.1913,74.82,7
100,40,0.8,0.01,False,1,26.028,0.036751,32.56,False,0.15,92.3138,26.2102,66.1036,71.61,10
100,40,0.8,0.01,False,2,28.8419,0.031585,36.63,False,0.15,64.5935,30.6604,33.9331,52.53,5
100,40,0.8,0.01,False,3,20.167,0.049584,21.67,False,0.17,80.2858,19.1677,61.118,76.13,5
100,40,0.8,0.05,True,1,18.8646,0.053009,23.59,True,0.4,90.0247,17.8646,72.1602,80.16,7
100,40,0.8,0.05,True,2,19.0199,0.052577,28.83,True,0.43,58.5849,18.0199,40.565,69.24,7
100,40,0.8,0.05,True,3,17.9361,0.055754,23.85,True,0.39,43.5621,16.9361,26.6261,61.12,9
100,40,0.8,0.05,False,1,22.421,0.044277,25.63,False,0.19,90.2609,21.5852,68.6756,76.09,7
100,40,0.8,0.05,False,2,30.2914,0.029153,34.76,False,0.16,56.1623,33.3018,22.8605,40.7,5
100,40,0.8,0.05,False,3,20.4198,0.048961,26.89,False,0.15,81.8125,19.4243,62.3882,76.26,9
100,40,0.8,0.2,True,1,15.8707,0.063009,23.66,True,0.41,62.9855,14.8707,48.1148,76.39,6
100,40,0.8,0.2,True,2,19.6708,0.050837,23.89,True,0.47,69.8697,18.6708,51.1989,73.28,6
100,40,0.8,0.2,True,3,20.6278,0.048454,25.54,False,0.44,89.074,19.638,69.436,77.95,7
100,40,0.8,0.2,False,1,20.6805,0.048327,26.78,False,0.16,45.5685,19.6925,25.876,56.78,8
100,40,0.8,0.2,False,2,25.5934,0.037602,30.69,False,0.18,73.2516,25.5942,47.6574,65.06,6
100,40,0.8,0.2,False,3,21.759,0.045781,24.98,False,0.26,64.2253,20.8431,43.3821,67.55,11
100,40,0.8,0.5,True,1,16.6385,0.060102,26.83,True,0.5,95.9586,15.6385,80.3201,83.7,7
100,40,0.8,0.5,True,2,21.3641,0.046699,26.89,False,0.49,95.2552,20.4138,74.8414,78.57,6
100,40,0.8,0.5,True,3,21.0373,0.047471,23.59,False,0.47,60.1778,20.0656,40.1122,66.66,7
100,40,0.8,0.5,False,1,25.1069,0.038572,29.91,False,0.15,97.979,24.9253,73.0537,74.56,9
100,40,0.8,0.5,False,2,27.264,0.034409,34.1,False,0.16,68.776,28.0622,40.7138,59.2,6
100,40,0.8,0.5,False,3,18.3842,0.054395,21.98,True,0.26,116.641,17.3842,99.2568,85.1,7
100,40,0.9,0.01,True,1,16.3208,0.061271,29.07,True,0.37,74.8496,15.3208,59.5288,79.53,9
100,40,0.9,0.01,True,2,17.7353,0.056385,19.76,True,0.31,95.1343,16.7353,78.399,82.41,6
100,40,0.9,0.01,True,3,21.2551,0.046955,24.51,False,0.28,70.674,20.297,50.377,71.28,8
100,40,0.9,0.01,False,1,22.4265,0.044264,26.18,False,0.12,90.7823,21.5915,69.1908,76.22,6
100,40,0.9,0.01,False,2,19.8975,0.050258,21.77,True,0.12,108.3602,18.8975,89.4627,82.56,11
100,40,0.9,0.01,False,3,22.0707,0.045067,25.05,False,0.12,52.3744,21.189,31.1854,59.54,6
100,40,0.9,0.05,True,1,18.6529,0.053611,21.48,True,0.35,68.6717,17.6529,51.0189,74.29,7
100,40,0.9,0.05,True,2,21.5898,0.046172,27.49,False,0.4,69.4309,20.658,48.7729,70.25,4
100,40,0.9,0.05,True,3,21.0458,0.047451,26.44,False,0.44,58.0259,20.0745,37.9514,65.4,8
100,40,0.9,0.05,False,1,21.9311,0.045386,27.65,False,0.16,68.2629,21.0333,47.2296,69.19,13
100,40,0.9,0.05,False,2,22.6566,0.043751,30.46,False,0.15,52.2919,21.8564,30.4354,58.2,6
100,40,0.9,0.05,False,3,21.8872,0.045486,26.44,False,0.15,135.9395,20.9847,114.9548,84.56,11
100,40,0.9,0.2,True,1,21.7596,0.045779,29.31,False,0.39,60.1343,20.8438,39.2904,65.34,8
100,40,0.9,0.2,True,2,25.7916,0.037212,28.55,False,0.37,75.7345,25.8729,49.8616,65.84,5
100,40,0.9,0.2,True,3,21.1259,0.04726,27.57,False,0.4,75.6999,20.1593,55.5405,73.37,6
100,40,0.9,0.2,False,1,20.9936,0.047575,27.16,False,0.15,63.0918,20.0195,43.0723,68.27,8
100,40,0.9,0.2,False,2,22.2123,0.044746,28.45,False,0.16,62.0446,21.3482,40.6965,65.59,6
100,40,0.9,0.2,False,3,21.0165,0.04752,22.17,False,0.16,82.9974,20.0437,62.9537,75.85,8
100,40,0.9,0.5,True,1,19.7696,0.050583,20.9,True,0.43,49.6566,18.7696,30.887,62.2,7
100,40,0.9,0.5,True,2,20.7325,0.048201,31.05,False,0.41,74.8144,19.7464,55.0681,73.61,6
100,40,0.9,0.5,True,3,23.5232,0.041862,28.33,False,0.45,59.4321,22.8882,36.5439,61.49,6
100,40,0.9,0.5,False,1,19.3259,0.051744,21.86,True,0.17,59.6964,18.3259,41.3705,69.3,8
100,40,0.9,0.5,False,2,20.1688,0.04958,22.92,False,0.16,59.2004,19.1696,40.0308,67.62,7
100,40,0.9,0.5,False,3,21.5187,0.046338,23.49,False,0.15,77.45,20.5807,56.8693,73.43,8
100,80,0.6,0.01,True,1,20.5149,0.048729,23.39,False,0.66,84.0991,19.5217,64.5775,76.79,7
100,80,0.6,0.01,True,2,19.2946,0.051828,24.33,True,0.66,63.1072,18.2946,44.8125,71.01,7
100,80,0.6,0.01,True,3,31.6706,0.026981,29.91,False,0.65,84.1153,36.0627,48.0526,57.13,4
100,80,0.6,0.01,False,1,25.8782,0.037043,40.52,False,0.3,78.1122,25.996,52.1162,66.72,4
100,80,0.6,0.01,False,2,21.6129,0.046119,33.76,False,0.26,101.9496,20.6832,81.2664,79.71,6
100,80,0.6,0.01,False,3,33.6894,0.024049,33.45,False,0.27,60.8089,40.581,20.2279,33.26,9
100,80,0.6,0.05,True,1,22.502,0.044095,27.36,False,0.68,88.6604,21.6781,66.9823,75.55,4
100,80,0.6,0.05,True,2,24.5974,0.039608,34.54,False,0.67,62.7357,24.2473,38.4884,61.35,7
100,80,0.6,0.05,True,3,20.2898,0.049281,27.69,False,0.68,85.1004,19.292,65.8085,77.33,7
100,80,0.6,0.05,False,1,19.6685,0.050843,24.7,True,0.27,53.7601,18.6685,35.0916,65.27,4
100,80,0.6,0.05,False,2,26.7592,0.035351,34.59,False,0.27,56.8892,27.2874,29.6018,52.03,8
100,80,0.6,0.05,False,3,24.4713,0.039868,26.22,False,0.26,93.4618,24.0828,69.379,74.23,3
100,80,0.6,0.2,True,1,23.5959,0.041706,25.06,False,0.79,106.1937,22.9773,83.2164,78.36,7
100,80,0.6,0.2,True,2,18.4591,0.054174,28.22,True,0.84,97.4695,17.4591,80.0104,82.09,8
100,80,0.6,0.2,True,3,20.3817,0.049055,25.96,False,0.91,63.3899,19.3854,44.0045,69.42,5
100,80,0.6,0.2,False,1,22.9946,0.043006,28.02,False,0.3,92.6201,22.2524,70.3677,75.97,7
100,80,0.6,0.2,False,2,31.9529,0.026554,45.45,False,0.29,46.9695,36.6593,10.3103,21.95,5
100,80,0.6,0.2,False,3,22.7253,0.043599,31.99,False,0.27,97.5451,21.9363,75.6088,77.51,10
100,80,0.6,0.5,True,1,23.0782,0.042824,27.43,False,0.86,100.9782,22.3515,78.6266,77.87,6
100,80,0.6,0.5,True,2,22.0978,0.045006,26.14,False,0.79,125.1446,21.2194,103.9252,83.04,6
100,80,0.6,0.5,True,3,20.5766,0.048579,28.75,False,0.84,64.7254,19.5851,45.1403,69.74,4
100,80,0.6,0.5,False,1,22.4777,0.04415,25.74,False,0.27,59.3924,21.6501,37.7422,63.55,6
100,80,0.6,0.5,False,2,27.7847,0.033457,34.69,False,0.26,108.2819,28.8894,79.3925,73.32,7
100,80,0.6,0.5,False,3,23.4999,0.041912,32.44,False,0.26,69.5274,22.8597,46.6677,67.12,6
100,80,0.7,0.01,True,1,20.9822,0.047602,26.04,False,0.68,69.3211,20.0075,49.3136,71.14,8
100,80,0.7,0.01,True,2,23.1381,0.042693,27.0,False,0.68,54.9964,22.4229,32.5735,59.23,6
100,80,0.7,0.01,True,3,25.3852,0.038015,32.2,False,0.66,125.407,25.3054,100.1016,79.82,4
100,80,0.7,0.01,False,1,22.8277,0.043373,27.21,False,0.28,52.1432,22.0558,30.0873,57.7,9
100,80,0.7,0.01,False,2,21.0926,0.047339,26.02,False,0.26,30.9866,20.1241,10.8624,35.06,6
100,80,0.7,0.01,False,3,22.2126,0.044746,28.02,False,0.27,89.0232,21.3485,67.6747,76.02,4
100,80,0.7,0.05,True,1,23.3619,0.042208,30.07,False,0.7,45.5518,22.6919,22.8599,50.18,8
100,80,0.7,0.05,True,2,21.2001,0.047085,24.09,False,0.7,66.8785,20.2382,46.6403,69.74,8
100,80,0.7,0.05,True,3,23.4553,0.042007,27.1,False,0.68,108.8945,22.8053,86.0892,79.06,5
100,80,0.7,0.05,False,1,23.7289,0.041423,29.13,False,0.28,60.1765,23.1413,37.0353,61.54,6
100,80,0.7,0.05,False,2,24.8411,0.03911,31.18,False,0.28,77.5446,24.5688,52.9758,68.32,6
100,80,0.7,0.05,False,3,27.8023,0.033425,29.6,False,0.27,71.7283,28.9179,42.8104,59.68,10
100,80,0.7,0.2,True,1,21.7207,0.045869,29.57,False,0.81,64.4973,20.8011,43.6962,67.75,7
100,80,0.7,0.2,True,2,21.2527,0.046961,21.57,False,0.74,67.8125,20.2944,47.5181,70.07,7
100,80,0.7,0.2,True,3,22.5435,0.044003,28.32,False,0.68,65.5495,21.7258,43.8238,66.86,6
100,80,0.7,0.2,False,1,23.965,0.040923,27.88,False,0.28,100.1188,23.4359,76.6829,76.59,7
100,80,0.7,0.2,False,2,23.7967,0.041279,28.42,False,0.26,72.7517,23.2255,49.5262,68.08,7
100,80,0.7,0.2,False,3,29.8457,0.029884,36.97,False,0.26,60.7014,32.4622,28.2392,46.52,7
100,80,0.7,0.5,True,1,17.4885,0.05718,20.95,True,0.95,54.5594,16.4885,38.0709,69.78,11
100,80,0.7,0.5,True,2,21.1539,0.047194,27.79,False,0.83,84.0203,20.1891,63.8312,75.97,5
100,80,0.7,0.5,True,3,21.7313,0.045845,25.25,False,0.8,110.8703,20.8127,90.0576,81.23,7
100,80,0.7,0.5,False,1,34.6436,0.022764,35.21,False,0.27,55.23,42.9296,12.3003,22.27,9
100,80,0.7,0.5,False,2,21.2488,0.04697,23.75,False,0.3,96.5608,20.2903,76.2705,78.99,10
100,80,0.7,0.5,False,3,21.1441,0.047217,23.7,False,0.28,106.1506,20.1787,85.9719,80.99,10
100,80,0.8,0.01,True,1,24.496,0.039817,27.22,False,0.66,85.1517,24.1149,61.0367,71.68,5
100,80,0.8,0.01,True,2,17.2253,0.058054,24.43,True,0.68,62.4945,16.2253,46.2692,74.04,8
100,80,0.8,0.01,True,3,20.4038,0.049,25.71,False,0.69,112.8313,19.408,93.4234,82.8,5
100,80,0.8,0.01,False,1,31.4519,0.027316,35.43,False,0.28,137.1008,35.6079,101.4929,74.03,7
100,80,0.8,0.01,False,2,28.2375,0.032645,31.19,False,0.26,40.2288,29.6326,10.5962,26.34,3
100,80,0.8,0.01,False,3,27.0309,0.034842,33.21,False,0.27,67.3444,27.7012,39.6432,58.87,7
100,80,0.8,0.05,True,1,18.8373,0.053086,22.03,True,0.7,67.7645,17.8373,49.9272,73.68,8
100,80,0.8,0.05,True,2,20.6813,0.048325,24.73,False,0.7,35.5243,19.6933,15.831,44.56,10
100,80,0.8,0.05,True,3,21.0942,0.047335,22.86,False,0.69,77.3842,20.1258,57.2584,73.99,6
100,80,0.8,0.05,False,1,24.1304,0.040576,26.02,False,0.24,53.2904,23.645,29.6454,55.63,10
100,80,0.8,0.05,False,2,20.6567,0.048384,26.51,False,0.19,80.1779,19.6679,60.51,75.47,4
100,80,0.8,0.05,False,3,21.1294,0.047252,26.44,False,0.21,100.1588,20.1631,79.9956,79.87,8
100,80,0.8,0.2,True,1,19.9939,0.050015,23.36,True,0.51,77.6354,18.9939,58.6415,75.53,6
100,80,0.8,0.2,True,2,21.1036,0.047313,24.97,False,0.47,67.7934,20.1357,47.6577,70.3,9
100,80,0.8,0.2,True,3,19.3197,0.051761,23.98,True,0.49,69.304,18.3197,50.9843,73.57,8
100,80,0.8,0.2,False,1,22.2925,0.044565,25.9,False,0.17,66.1644,21.4389,44.7255,67.6,8
100,80,0.8,0.2,False,2,23.25,0.04245,28.53,False,0.17,64.6987,22.557,42.1417,65.14,7
100,80,0.8,0.2,False,3,19.9369,0.050158,29.1,True,0.17,47.1438,18.9369,28.2069,59.83,14
100,80,0.8,0.5,True,1,22.15,0.044887,26.93,False,0.62,48.2953,21.2779,27.0174,55.94,7
100,80,0.8,0.5,True,2,24.0477,0.04075,33.5,False,0.61,104.6349,23.5401,81.0948,77.5,7
100,80,0.8,0.5,True,3,20.1864,0.049536,30.27,False,0.61,77.7842,19.1873,58.5969,75.33,7
100,80,0.8,0.5,False,1,24.9453,0.038899,28.45,False,0.2,77.7691,24.7078,53.0613,68.23,8
100,80,0.8,0.5,False,2,27.9426,0.033172,33.42,False,0.2,102.5635,29.1461,73.4174,71.58,6
100,80,0.8,0.5,False,3,20.9328,0.04772,24.71,False,0.2,77.2864,19.9556,57.3308,74.18,12
100,80,0.9,0.01,True,1,21.0848,0.047358,22.64,False,0.81,94.2049,20.1158,74.0891,78.65,8
100,80,0.9,0.01,True,2,21.7659,0.045765,25.09,False,1.17,78.0704,20.8507,57.2197,73.29,6
100,80,0.9,0.01,True,3,17.3216,0.057731,27.98,True,1.18,79.2207,16.3216,62.8991,79.4,7
100,80,0.9,0.01,False,1,21.5851,0.046183,25.13,False,0.45,80.5144,20.6529,59.8615,74.35,8
100,80,0.9,0.01,False,2,23.5368,0.041833,24.55,False,0.55,117.4382,22.9048,94.5334,80.5,7
100,80,0.9,0.01,False,3,25.6833,0.037425,29.3,False,0.52,71.6236,25.7202,45.9034,64.09,4
100,80,0.9,0.05,True,1,19.6758,0.050824,22.85,True,1.43,101.9381,18.6758,83.2622,81.68,6
100,80,0.9,0.05,True,2,21.0594,0.047418,29.52,False,1.19,72.4991,20.089,52.4101,72.29,4
100,80,0.9,0.05,True,3,22.202,0.04477,25.9,False,1.28,96.1779,21.3365,74.8413,77.82,6
100,80,0.9,0.05,False,1,19.6834,0.050804,25.41,True,0.57,116.8797,18.6834,98.1963,84.01,7
100,80,0.9,0.05,False,2,20.1927,0.04952,24.73,False,0.52,76.4694,19.1937,57.2757,74.9,6
100,80,0.9,0.05,False,3,21.2945,0.046862,27.1,False,0.58,71.9611,20.3391,51.622,71.74,6
100,80,0.9,0.2,True,1,22.0309,0.045158,24.47,False,1.71,81.1877,21.1445,60.0432,73.96,7
100,80,0.9,0.2,True,2,22.2983,0.044552,27.1,False,1.61,101.9053,21.4456,80.4597,78.96,5
