population_size,generations,crossover_rate,mutation_rate,use_2opt,elitism_count,tournament_size,two_opt_iterations,run_number,best_distance_km,best_fitness,travel_time_minutes,is_feasible,execution_time_seconds,initial_distance_km,final_distance_km,improvement_km,improvement_percentage,convergence_generation
100,300,0.6,0.01,True,5,5,50,3,22.1031,0.044994,26.1,True,8.08,67.0866,21.2253,45.8613,68.36,7
100,300,0.6,0.01,True,5,5,100,1,24.2523,0.040322,29.3,False,8.08,71.5492,23.8004,47.7488,66.74,1
100,300,0.6,0.01,True,5,5,100,2,25.5343,0.037719,33.16,False,8.08,84.8055,25.5119,59.2936,69.92,13
100,300,0.6,0.01,True,5,5,100,3,25.4308,0.037924,27.17,False,8.08,85.8882,25.3683,60.5199,70.46,7
100,300,0.6,0.01,True,5,5,500,1,17.3224,0.057729,23.11,True,8.08,73.1727,16.3224,56.8503,77.69,4
100,300,0.6,0.01,True,5,5,500,2,26.49,0.035862,30.98,False,8.06,68.033,26.8848,41.1482,60.48,4
100,300,0.6,0.01,True,5,5,500,3,29.1191,0.031108,31.39,False,8.07,66.4481,31.1459,35.3021,53.13,3
100,300,0.6,0.01,True,5,8,50,1,22.8389,0.043348,27.04,True,8.14,96.6624,22.069,74.5934,77.17,15
100,300,0.6,0.01,True,5,8,50,2,22.0392,0.045139,22.88,True,8.12,116.9951,21.1538,95.8413,81.92,9
100,300,0.6,0.01,True,5,8,50,3,21.0177,0.047517,26.39,True,8.16,87.2664,20.0449,67.2214,77.03,3
100,300,0.6,0.01,True,10,3,50,1,24.5637,0.039678,28.79,False,7.7,52.9195,24.2031,28.7164,54.26,1
100,300,0.6,0.01,True,10,3,50,2,24.897,0.038996,23.66,False,7.69,74.54,24.6434,49.8966,66.94,7
100,300,0.6,0.01,True,10,3,50,3,22.3469,0.044443,24.63,True,7.67,45.3236,21.5008,23.8228,52.56,1
100,300,0.6,0.01,True,10,3,100,1,23.6506,0.041589,29.41,True,7.9,96.0558,23.0446,73.0112,76.01,3
100,300,0.6,0.01,True,10,3,100,2,20.0546,0.049864,27.45,True,7.75,81.6748,19.0547,62.6201,76.67,4
100,300,0.6,0.01,True,10,3,100,3,23.6914,0.041503,30.31,True,7.72,57.4799,23.0949,34.385,59.82,6
100,300,0.6,0.01,True,5,8,100,1,20.3049,0.049244,29.3,True,8.19,56.9284,19.3072,37.6211,66.09,11
100,300,0.6,0.01,True,5,8,100,2,22.9698,0.043061,31.04,True,8.1,61.039,22.2231,38.8159,63.59,5
100,300,0.6,0.01,True,5,8,100,3,23.5237,0.041861,29.8,True,8.12,81.1973,22.8887,58.3085,71.81,4
100,300,0.6,0.01,True,5,8,500,1,25.5051,0.037777,33.74,False,8.09,77.2361,25.4713,51.7648,67.02,2
100,300,0.6,0.01,True,5,8,500,2,21.6251,0.04609,27.46,True,8.07,71.2625,20.6965,50.566,70.96,7
100,300,0.6,0.01,True,5,8,500,3,20.5333,0.048684,27.85,True,8.09,108.7125,19.5406,89.1719,82.03,2
100,300,0.6,0.01,True,10,3,500,1,23.1754,0.042612,25.59,True,7.87,80.0724,22.4675,57.6049,71.94,9
100,300,0.6,0.01,True,10,3,500,2,22.3016,0.044545,30.26,True,7.84,120.3049,21.4492,98.8556,82.17,3
100,300,0.6,0.01,True,10,3,500,3,23.7937,0.041285,29.32,True,7.84,82.6248,23.2218,59.4029,71.89,2
100,300,0.6,0.01,True,10,5,100,1,22.726,0.043598,30.02,True,7.65,87.2977,21.9371,65.3606,74.87,5
100,300,0.6,0.01,True,10,5,100,2,20.7747,0.048099,21.41,True,7.68,108.132,19.7903,88.3416,81.7,3
100,300,0.6,0.01,True,10,5,100,3,26.2532,0.036316,32.55,False,7.7,33.6979,26.5364,7.1615,21.25,1
100,300,0.6,0.01,True,10,5,50,1,22.5861,0.043908,27.81,True,7.72,38.0602,21.775,16.2852,42.79,1
100,300,0.6,0.01,True,10,5,50,2,21.8711,0.045523,26.07,True,7.76,120.7503,20.9668,99.7835,82.64,12
100,300,0.6,0.01,True,10,5,50,3,21.527,0.046318,27.22,True,7.79,75.7809,20.5897,55.1912,72.83,6
100,300,0.6,0.01,True,10,5,500,1,25.0282,0.038731,26.44,False,7.87,90.8276,24.8191,66.0085,72.67,3
100,300,0.6,0.01,True,10,5,500,2,22.6068,0.043862,25.14,True,7.83,97.224,21.7989,75.4251,77.58,10
100,300,0.6,0.01,True,10,5,500,3,25.9738,0.036856,34.98,False,7.82,64.7725,26.1324,38.6401,59.66,8
100,300,0.6,0.01,True,10,8,50,1,22.3555,0.044424,24.86,True,7.75,87.3837,21.5106,65.8731,75.38,4
100,300,0.6,0.01,True,10,8,50,2,23.3036,0.042334,26.89,True,7.67,49.8992,22.6215,27.2778,54.67,1
100,300,0.6,0.01,True,10,8,50,3,25.2623,0.03826,25.95,False,7.66,96.5061,25.1368,71.3693,73.95,10
100,300,0.6,0.01,True,10,8,100,1,19.9148,0.050214,26.99,True,7.72,84.1208,18.9148,65.2061,77.51,5
100,300,0.6,0.01,True,10,8,100,2,22.8778,0.043263,29.65,True,7.65,62.0434,22.1146,39.9288,64.36,3
100,300,0.6,0.01,True,10,8,100,3,20.8487,0.047921,24.57,True,7.73,64.8758,19.8675,45.0084,69.38,5
100,300,0.6,0.01,True,10,8,500,1,24.4603,0.039891,30.78,False,7.81,64.1343,24.0686,40.0657,62.47,9
100,300,0.6,0.01,True,10,8,500,2,21.4036,0.046606,28.06,True,7.72,66.487,20.4563,46.0307,69.23,3
100,300,0.6,0.01,True,10,8,500,3,19.6686,0.050843,30.46,True,7.81,72.4145,18.6686,53.7459,74.22,2
100,300,0.6,0.05,True,2,3,50,1,27.4692,0.034031,29.86,False,8.38,62.9157,28.3849,34.5309,54.88,6
100,300,0.6,0.05,True,2,3,50,2,24.7185,0.03936,28.16,False,8.28,71.1914,24.4064,46.7849,65.72,2
100,300,0.6,0.05,True,2,3,50,3,27.8153,0.033401,34.34,False,8.26,83.2189,28.939,54.28,65.23,12
100,300,0.6,0.05,True,2,3,100,1,28.2029,0.032706,29.18,False,8.32,71.2596,29.5751,41.6845,58.5,14
100,300,0.6,0.05,True,2,3,100,2,24.3018,0.040219,32.75,False,8.3,52.5384,23.8639,28.6745,54.58,3
100,300,0.6,0.05,True,2,3,100,3,24.6335,0.039534,34.23,False,8.38,38.703,24.2946,14.4084,37.23,1
100,300,0.6,0.05,True,2,3,500,1,22.632,0.043806,25.15,True,8.31,51.3981,21.828,29.5701,57.53,3
100,300,0.6,0.05,True,2,3,500,2,26.2014,0.036415,32.34,False,8.36,67.0825,26.461,40.6215,60.55,3
100,300,0.6,0.05,True,2,3,500,3,25.0337,0.03872,28.86,False,8.32,88.152,24.8266,63.3254,71.84,2
100,300,0.6,0.05,True,2,5,50,1,24.5767,0.039651,33.08,False,8.39,65.5221,24.2202,41.3019,63.04,8
100,300,0.6,0.05,True,2,5,50,2,24.7384,0.039319,29.43,False,8.34,42.7564,24.4328,18.3237,42.86,1
100,300,0.6,0.05,True,2,5,50,3,21.5092,0.04636,23.72,True,8.43,61.8995,20.5705,41.329,66.77,9
100,300,0.6,0.05,True,2,5,100,1,23.6462,0.041599,34.1,True,8.32,47.3002,23.0392,24.2611,51.29,1
100,300,0.6,0.05,True,2,5,100,2,26.0828,0.036645,33.3,False,8.3,66.1159,26.2892,39.8267,60.24,2
100,300,0.6,0.05,True,2,5,100,3,25.917,0.036967,33.14,False,8.43,83.9799,26.0512,57.9287,68.98,4
100,300,0.6,0.05,True,2,5,500,1,24.6883,0.039422,28.57,False,8.35,80.2694,24.3666,55.9027,69.64,2
100,300,0.6,0.05,True,2,5,500,2,25.683,0.037425,28.47,False,8.51,97.7969,25.7199,72.077,73.7,8
100,300,0.6,0.05,True,2,5,500,3,19.394,0.051562,21.31,True,8.34,53.6893,18.394,35.2953,65.74,5
100,300,0.6,0.05,True,2,8,50,1,23.519,0.041871,23.68,True,8.29,81.1192,22.883,58.2361,71.79,9
100,300,0.6,0.05,True,2,8,50,2,22.7242,0.043601,28.31,True,8.29,81.9566,21.9351,60.0215,73.24,2
100,300,0.6,0.05,True,2,8,50,3,23.3104,0.04232,26.78,True,8.41,39.0233,22.6297,16.3935,42.01,6
100,300,0.6,0.05,True,2,8,100,1,23.2367,0.042479,25.64,True,8.38,47.821,22.541,25.28,52.86,4
100,300,0.6,0.05,True,2,8,100,2,24.3819,0.040053,25.87,False,8.4,75.848,23.9672,51.8808,68.4,6
100,300,0.6,0.05,True,2,8,100,3,24.8014,0.039191,32.98,False,8.5,99.7769,24.5161,75.2609,75.43,7
100,300,0.6,0.05,True,2,8,500,1,22.4941,0.044113,26.23,True,8.39,107.7523,21.669,86.0833,79.89,7
100,300,0.6,0.05,True,2,8,500,2,26.5261,0.035793,31.36,False,8.47,94.2755,26.9383,67.3371,71.43,6
100,300,0.6,0.05,True,2,8,500,3,24.4171,0.03998,31.94,False,8.32,69.9738,24.0126,45.9612,65.68,2
100,300,0.6,0.05,True,5,3,50,1,23.2427,0.042466,31.8,True,8.09,80.8845,22.5482,58.3363,72.12,4
100,300,0.6,0.05,True,5,3,50,2,24.2868,0.04025,31.05,False,8.12,65.4567,23.8447,41.612,63.57,1
100,300,0.6,0.05,True,5,3,50,3,23.7865,0.041301,30.18,True,8.06,83.9511,23.2128,60.7384,72.35,4
100,300,0.6,0.05,True,5,3,100,1,24.9947,0.038799,32.13,False,8.27,46.128,24.7741,21.3539,46.29,3
100,300,0.6,0.05,True,5,3,100,2,28.1178,0.032858,32.68,False,8.17,112.0534,29.434,82.6194,73.73,4
100,300,0.6,0.05,True,5,3,100,3,23.4758,0.041963,32.58,True,8.26,67.5623,22.8303,44.732,66.21,4
100,300,0.6,0.05,True,5,3,500,1,25.7943,0.037207,32.93,False,8.35,64.0027,25.8768,38.1259,59.57,1
100,300,0.6,0.05,True,5,3,500,2,20.5666,0.048603,23.68,True,8.27,36.2998,19.5749,16.7249,46.07,5
100,300,0.6,0.05,True,5,3,500,3,24.1052,0.040629,32.36,False,8.38,82.5333,23.6129,58.9204,71.39,5
100,300,0.6,0.05,True,5,5,50,1,23.5236,0.041861,27.65,True,8.11,91.0992,22.8887,68.2105,74.88,3
100,300,0.6,0.05,True,5,5,50,2,24.5186,0.03977,30.13,False,8.08,97.4201,24.1444,73.2757,75.22,3
100,300,0.6,0.05,True,5,5,50,3,23.0579,0.042868,26.69,True,8.08,64.3594,22.3274,42.032,65.31,8
100,300,0.6,0.05,True,5,5,100,1,24.0972,0.040646,30.74,False,8.05,65.4104,23.6029,41.8076,63.92,12
100,300,0.6,0.05,True,5,5,100,2,27.0623,0.034783,32.44,False,8.13,44.8592,27.7495,17.1097,38.14,4
100,300,0.6,0.05,True,5,5,100,3,24.0531,0.040738,26.88,False,8.05,99.664,23.5471,76.1169,76.37,8
100,300,0.6,0.05,True,5,5,500,1,26.4126,0.03601,38.37,False,8.16,103.3978,26.7703,76.6275,74.11,4
100,300,0.6,0.05,True,5,5,500,2,21.0506,0.047439,24.23,True,8.14,83.9677,20.0797,63.888,76.09,7
100,300,0.6,0.05,True,5,5,500,3,20.5424,0.048662,30.3,True,8.13,45.7247,19.5499,26.1748,57.24,5
100,300,0.6,0.05,True,5,8,50,1,20.9501,0.047679,25.25,True,8.23,50.9293,19.9738,30.9556,60.78,6
100,300,0.6,0.05,True,5,8,50,2,27.0226,0.034857,35.64,False,8.19,75.8882,27.6885,48.1998,63.51,9
100,300,0.6,0.05,True,5,8,50,3,24.2346,0.040359,32.52,False,8.21,51.4827,23.7778,27.7049,53.81,2
100,300,0.6,0.05,True,5,8,100,1,25.4469,0.037892,33.65,False,8.07,83.434,25.3906,58.0433,69.57,2
100,300,0.6,0.05,True,5,8,100,2,25.9412,0.03692,32.98,False,8.13,71.1533,26.0858,45.0676,63.34,4
100,300,0.6,0.05,True,5,8,100,3,24.5012,0.039806,27.1,False,8.1,85.1114,24.1218,60.9896,71.66,12
100,300,0.6,0.05,True,10,3,50,1,24.1846,0.040463,25.78,False,7.7,56.1321,23.714,32.4181,57.75,1
100,300,0.6,0.05,True,10,3,50,2,28.0401,0.032997,27.72,False,7.68,78.3987,29.3059,49.0928,62.62,7
100,300,0.6,0.05,True,10,3,50,3,25.9739,0.036856,24.05,False,7.76,59.2101,26.1326,33.0774,55.86,6
100,300,0.6,0.05,True,5,8,500,1,23.4549,0.042008,26.5,True,8.25,76.418,22.8049,53.6131,70.16,1
100,300,0.6,0.05,True,5,8,500,2,23.782,0.04131,32.57,True,8.08,96.1556,23.2072,72.9484,75.86,6
100,300,0.6,0.05,True,5,8,500,3,25.9024,0.036995,32.71,False,8.28,72.1656,26.0304,46.1352,63.93,9
100,300,0.6,0.05,True,10,3,100,1,24.1572,0.04052,27.99,False,7.76,58.4389,23.6791,34.7598,59.48,3
100,300,0.6,0.05,True,10,3,100,2,24.7806,0.039233,33.81,False,7.76,89.201,24.4885,64.7124,72.55,5
100,300,0.6,0.05,True,10,3,100,3,19.753,0.050625,26.83,True,7.92,74.9352,18.753,56.1822,74.97,11
100,300,0.6,0.05,True,10,3,500,1,27.0716,0.034766,26.08,False,7.84,79.4561,27.7639,51.6922,65.06,3
100,300,0.6,0.05,True,10,3,500,2,25.2008,0.038384,29.61,False,7.67,64.0472,25.0528,38.9944,60.88,3
100,300,0.6,0.05,True,10,3,500,3,20.9451,0.047691,24.81,True,7.92,104.0193,19.9685,84.0508,80.8,5
100,300,0.6,0.05,True,10,5,50,1,23.8864,0.041089,31.25,True,7.66,70.1936,23.3374,46.8563,66.75,12
100,300,0.6,0.05,True,10,5,50,2,25.5042,0.037779,28.08,False,7.73,79.6316,25.4701,54.1615,68.02,8
100,300,0.6,0.05,True,10,5,50,3,25.6369,0.037516,29.24,False,7.66,51.8535,25.6551,26.1984,50.52,9
100,300,0.6,0.05,True,10,5,100,1,22.7713,0.043497,30.69,True,7.69,114.1415,21.9899,92.1516,80.73,2
100,300,0.6,0.05,True,10,5,100,2,24.3587,0.040101,29.82,False,7.62,84.4899,23.9372,60.5528,71.67,2
100,300,0.6,0.05,True,10,5,100,3,26.2329,0.036355,33.41,False,7.64,52.0804,26.5068,25.5736,49.1,5
100,300,0.6,0.05,True,10,5,500,1,25.1358,0.038514,25.72,False,7.75,63.2975,24.9646,38.3329,60.56,9
100,300,0.6,0.05,True,10,5,500,2,26.7643,0.035342,28.2,False,7.82,44.4328,27.2951,17.1376,38.57,10
100,300,0.6,0.05,True,10,5,500,3,18.2632,0.054755,28.51,True,7.81,93.4689,17.2632,76.2056,81.53,5
100,300,0.6,0.05,True,10,8,50,1,21.791,0.045707,23.54,True,7.68,54.2068,20.8784,33.3284,61.48,4
100,300,0.6,0.05,True,10,8,50,2,19.8131,0.050472,29.98,True,7.75,83.7358,18.8131,64.9226,77.53,3
100,300,0.6,0.05,True,10,8,50,3,17.4906,0.057174,25.41,True,7.71,80.7324,16.4906,64.2418,79.57,10
100,300,0.6,0.05,True,10,8,100,1,20.2677,0.049335,23.33,True,7.66,52.8254,19.2696,33.5559,63.52,5
100,300,0.6,0.05,True,10,8,100,2,23.2385,0.042475,27.26,True,7.66,92.5806,22.5431,70.0375,75.65,3
100,300,0.6,0.05,True,10,8,100,3,23.6707,0.041546,33.47,True,7.66,58.8648,23.0694,35.7954,60.81,5
100,300,0.6,0.05,True,10,8,500,1,22.6467,0.043773,33.9,True,7.64,85.5119,21.845,63.6669,74.45,5
100,300,0.6,0.05,True,10,8,500,2,21.66,0.046009,25.07,True,7.63,89.7403,20.7347,69.0056,76.89,7
100,300,0.6,0.05,True,10,8,500,3,23.7816,0.041311,27.53,True,7.65,116.6897,23.2067,93.483,80.11,9
100,300,0.6,0.2,True,2,3,50,1,22.0568,0.045099,24.31,True,8.43,101.4561,21.1735,80.2826,79.13,5
100,300,0.6,0.2,True,2,3,50,2,26.1206,0.036571,30.29,False,8.39,96.2358,26.3438,69.892,72.63,5
100,300,0.6,0.2,True,2,3,50,3,26.6673,0.035525,31.44,False,8.4,67.5033,27.1491,40.3542,59.78,3
100,300,0.6,0.2,True,2,3,100,1,24.9584,0.038872,27.93,False,8.35,45.5916,24.7255,20.8661,45.77,3
100,300,0.6,0.2,True,2,3,100,2,24.4661,0.039879,29.2,False,8.29,45.8063,24.0761,21.7303,47.44,1
100,300,0.6,0.2,True,2,3,100,3,28.3673,0.032415,30.27,False,8.3,63.9175,29.8499,34.0677,53.3,2
100,300,0.6,0.2,True,2,3,500,1,26.5981,0.035656,30.46,False,8.24,58.1629,27.0456,31.1173,53.5,14
100,300,0.6,0.2,True,2,3,500,2,24.5744,0.039655,24.13,False,8.21,60.7407,24.2172,36.5235,60.13,4
100,300,0.6,0.2,True,2,3,500,3,28.2516,0.03262,36.07,False,8.22,88.4793,29.656,58.8233,66.48,5
100,300,0.6,0.2,True,2,5,50,1,23.4703,0.041975,29.42,True,8.23,98.0802,22.8237,75.2565,76.73,22
100,300,0.6,0.2,True,2,5,50,2,23.9055,0.041049,26.04,True,8.21,62.1008,23.3613,38.7395,62.38,4
100,300,0.6,0.2,True,2,5,50,3,25.879,0.037041,31.12,False,8.3,54.8015,25.9971,28.8044,52.56,6
100,300,0.6,0.2,True,2,5,100,1,26.8439,0.035192,32.56,False,8.45,74.3059,27.4156,46.8903,63.1,4
100,300,0.6,0.2,True,2,5,100,2,21.5324,0.046306,28.74,True,8.54,102.9581,20.5956,82.3624,80.0,2
100,300,0.6,0.2,True,2,5,100,3,22.3938,0.044338,27.82,True,8.54,77.3673,21.5542,55.8132,72.14,9
100,300,0.6,0.2,True,2,5,500,1,27.2202,0.03449,29.98,False,8.36,43.7054,27.994,15.7115,35.95,1
100,300,0.6,0.2,True,2,5,500,2,26.0746,0.03666,30.93,False,8.46,45.2283,26.2773,18.951,41.9,1
100,300,0.6,0.2,True,2,5,500,3,27.0604,0.034787,31.36,False,8.42,67.0712,27.7466,39.3246,58.63,7
100,300,0.6,0.2,True,2,8,50,1,23.9373,0.040982,31.73,True,8.29,47.2851,23.4011,23.884,50.51,3
100,300,0.6,0.2,True,2,8,50,2,23.3984,0.04213,33.46,True,8.23,75.6796,22.7361,52.9434,69.96,2
100,300,0.6,0.2,True,2,8,50,3,25.427,0.037932,29.57,False,8.25,115.6184,25.3631,90.2553,78.06,10
100,300,0.6,0.2,True,2,8,100,1,23.555,0.041794,28.33,True,8.27,94.5478,22.9271,71.6206,75.75,12
100,300,0.6,0.2,True,2,8,100,2,21.0779,0.047374,23.2,True,8.23,69.7938,20.1085,49.6853,71.19,3
100,300,0.6,0.2,True,2,8,100,3,22.2004,0.044773,28.01,True,8.24,53.8531,21.3348,32.5183,60.38,22
100,300,0.6,0.2,True,5,3,50,1,24.2074,0.040415,32.46,False,8.22,78.9182,23.743,55.1752,69.91,8
100,300,0.6,0.2,True,5,3,50,2,23.2376,0.042477,25.84,True,8.2,52.4799,22.5421,29.9379,57.05,4
100,300,0.6,0.2,True,5,3,50,3,22.6623,0.043739,25.63,True,8.12,80.1789,21.8631,58.3157,72.73,3
100,300,0.6,0.2,True,2,8,500,1,23.2769,0.042392,31.03,True,8.52,94.9717,22.5894,72.3824,76.21,3
100,300,0.6,0.2,True,2,8,500,2,22.7637,0.043514,25.84,True,8.51,53.0242,21.9811,31.0431,58.55,8
100,300,0.6,0.2,True,2,8,500,3,22.9467,0.043111,25.6,True,8.45,69.8782,22.1958,47.6824,68.24,12
100,300,0.6,0.2,True,5,3,100,1,27.2914,0.034358,31.33,False,8.04,66.0431,28.1051,37.938,57.44,4
100,300,0.6,0.2,True,5,3,100,2,26.3707,0.03609,32.22,False,8.01,54.5573,26.7085,27.8488,51.05,19
100,300,0.6,0.2,True,5,3,100,3,26.4249,0.035986,30.63,False,8.01,114.213,26.7884,87.4246,76.55,6
100,300,0.6,0.2,True,5,3,500,1,22.5305,0.044032,22.21,True,8.04,44.7317,21.7109,23.0208,51.46,1
100,300,0.6,0.2,True,5,3,500,2,23.4953,0.041922,29.18,True,8.0,109.2114,22.8541,86.3573,79.07,9
100,300,0.6,0.2,True,5,3,500,3,25.8499,0.037098,32.01,False,8.02,56.309,25.9557,30.3533,53.9,2
100,300,0.6,0.2,True,5,5,50,1,25.4211,0.037943,27.46,False,8.13,39.423,25.355,14.068,35.68,1
100,300,0.6,0.2,True,5,5,50,2,26.1598,0.036496,31.87,False,8.16,114.2573,26.4006,87.8567,76.89,7
100,300,0.6,0.2,True,5,5,50,3,26.8986,0.035089,32.45,False,8.27,69.6154,27.4987,42.1167,60.5,22
100,300,0.6,0.2,True,5,5,100,1,23.4138,0.042097,25.62,True,8.2,56.9179,22.7549,34.1629,60.02,6
100,300,0.6,0.2,True,5,5,100,2,22.7895,0.043457,25.74,True,8.27,93.5789,22.0112,71.5677,76.48,9
100,300,0.6,0.2,True,5,5,100,3,23.7622,0.041352,32.57,True,8.31,74.4398,23.1826,51.2571,68.86,10
100,300,0.6,0.2,True,5,5,500,1,20.6442,0.048415,22.58,True,8.04,35.507,19.655,15.852,44.64,1
100,300,0.6,0.2,True,5,5,500,2,24.2384,0.040351,29.98,False,8.1,93.9346,23.7827,70.1519,74.68,2
100,300,0.6,0.2,True,5,5,500,3,21.6958,0.045927,25.8,True,8.04,61.5239,20.7738,40.7501,66.23,2
100,300,0.6,0.2,True,5,8,50,1,22.3295,0.044482,27.12,True,8.03,37.0446,21.481,15.5636,42.01,1
100,300,0.6,0.2,True,5,8,50,2,21.8096,0.045664,29.53,True,7.99,50.2042,20.8989,29.3053,58.37,4
100,300,0.6,0.2,True,5,8,50,3,25.038,0.038711,23.3,False,8.05,36.5941,24.8324,11.7617,32.14,4
100,300,0.6,0.2,True,5,8,100,1,22.7591,0.043524,26.86,True,8.18,74.075,21.9756,52.0993,70.33,9
100,300,0.6,0.2,True,5,8,100,2,22.2174,0.044735,25.94,True,8.26,37.6692,21.354,16.3152,43.31,1
100,300,0.6,0.2,True,5,8,100,3,16.6472,0.06007,24.58,True,8.27,72.4215,15.6472,56.7743,78.39,9
100,300,0.6,0.2,True,5,8,500,1,23.2388,0.042475,23.46,True,8.26,109.1971,22.5435,86.6536,79.36,5
100,300,0.6,0.2,True,5,8,500,2,22.0388,0.04514,26.88,True,8.3,63.4402,21.1533,42.2868,66.66,6
100,300,0.6,0.2,True,5,8,500,3,21.7464,0.04581,26.68,True,8.34,56.7919,20.8293,35.9626,63.32,1
100,300,0.6,0.2,True,10,3,50,1,27.6972,0.033615,34.5,False,7.62,79.6112,28.7484,50.8628,63.89,14
100,300,0.6,0.2,True,10,3,50,2,25.3258,0.038133,29.22,False,7.62,67.1672,25.2237,41.9435,62.45,14
100,300,0.6,0.2,True,10,3,50,3,24.4856,0.039838,26.17,False,7.72,68.7718,24.1014,44.6703,64.95,4
