population_size,generations,crossover_rate,mutation_rate,use_2opt,elitism_count,tournament_size,two_opt_iterations,run_number,best_distance_km,best_fitness,travel_time_minutes,is_feasible,execution_time_seconds,initial_distance_km,final_distance_km,improvement_km,improvement_percentage,convergence_generation
100,40,0.6,0.5,True,5,8,500,2,19.9135,0.050217,25.83,True,0.3,57.107,18.9135,38.1935,66.88,8
100,40,0.6,0.5,True,5,8,500,3,22.3489,0.044438,26.33,False,0.31,67.1706,21.5031,45.6675,67.99,7
100,40,0.6,0.5,True,10,3,50,1,19.6606,0.050863,25.17,True,0.28,84.8013,18.6606,66.1408,77.99,7
100,40,0.6,0.5,True,10,3,50,2,25.1716,0.038442,29.79,False,0.26,87.1441,25.0131,62.131,71.3,10
100,40,0.6,0.5,True,10,3,50,3,19.4131,0.051511,22.25,True,0.28,71.6314,18.4131,53.2183,74.29,7
100,40,0.6,0.5,True,10,3,100,1,18.5374,0.053945,26.9,True,0.27,106.7193,17.5374,89.1819,83.57,9
100,40,0.6,0.5,True,10,3,100,2,19.9325,0.050169,20.62,True,0.23,83.5789,18.9325,64.6463,77.35,12
100,40,0.6,0.5,True,10,3,100,3,19.1135,0.052319,21.44,True,0.23,84.4139,18.1135,66.3004,78.54,10
100,40,0.6,0.5,True,10,3,500,1,20.5258,0.048702,24.87,False,0.24,56.622,19.5329,37.089,65.5,12
100,40,0.6,0.5,True,10,3,500,2,20.677,0.048335,29.9,False,0.25,42.5279,19.6889,22.8391,53.7,11
100,40,0.6,0.5,True,10,3,500,3,17.1727,0.058232,24.08,True,0.25,73.869,16.1727,57.6963,78.11,10
100,40,0.6,0.5,True,10,5,50,1,23.7196,0.041443,29.62,False,0.27,82.4645,23.1298,59.3347,71.95,7
100,40,0.6,0.5,True,10,5,50,2,21.6999,0.045917,27.21,False,0.27,51.3143,20.7783,30.536,59.51,8
100,40,0.6,0.5,True,10,5,50,3,24.9672,0.038854,31.4,False,0.31,106.6696,24.7372,81.9324,76.81,7
100,40,0.6,0.5,True,10,5,100,1,19.5921,0.051041,23.83,True,0.26,97.6719,18.5921,79.0797,80.96,12
100,40,0.6,0.5,True,10,5,100,2,20.0441,0.04989,21.96,False,0.26,64.8582,19.0442,45.814,70.64,8
100,40,0.6,0.5,True,10,5,100,3,20.2433,0.049396,26.0,False,0.26,85.8249,19.2448,66.5801,77.58,11
100,40,0.6,0.5,True,10,5,500,1,21.8153,0.045651,25.81,False,0.25,90.1737,20.9051,69.2686,76.82,7
100,40,0.6,0.5,True,10,5,500,2,20.2144,0.049467,22.76,False,0.28,98.4025,19.2155,79.1869,80.47,11
100,40,0.6,0.5,True,10,5,500,3,21.0351,0.047476,23.81,False,0.29,84.7387,20.0633,64.6754,76.32,8
100,40,0.6,0.5,True,10,8,50,1,21.8745,0.045515,28.68,False,0.28,80.167,20.9706,59.1964,73.84,6
100,40,0.6,0.5,True,10,8,50,2,25.2242,0.038337,30.59,False,0.26,64.0353,25.0847,38.9506,60.83,3
100,40,0.6,0.5,True,10,8,50,3,25.2459,0.038293,29.01,False,0.25,43.7809,25.1144,18.6665,42.64,7
100,40,0.6,0.5,True,10,8,100,1,19.155,0.052206,28.31,True,0.26,58.569,18.155,40.414,69.0,7
100,40,0.6,0.5,True,10,8,100,2,21.4786,0.046431,28.67,False,0.25,66.1522,20.5373,45.615,68.95,6
100,40,0.6,0.5,True,10,8,100,3,24.0509,0.040743,30.65,False,0.24,117.6332,23.5442,94.089,79.99,6
100,40,0.6,0.5,True,10,8,500,1,20.3036,0.049247,23.09,False,0.25,61.8168,19.3059,42.5109,68.77,6
100,40,0.6,0.5,True,10,8,500,2,19.7674,0.050588,21.78,True,0.25,60.8798,18.7674,42.1124,69.17,7
100,40,0.6,0.5,True,10,8,500,3,22.6791,0.043701,26.37,False,0.25,123.4396,21.8825,101.5571,82.27,7
100,40,0.6,0.5,False,2,3,50,1,15.8919,0.062925,22.51,True,0.08,79.324,14.8919,64.4321,81.23,15
100,40,0.6,0.5,False,2,3,50,2,22.3339,0.044472,25.89,False,0.08,73.7063,21.486,52.2203,70.85,18
100,40,0.6,0.5,False,2,3,50,3,17.1274,0.058386,23.92,True,0.08,95.983,16.1274,79.8557,83.2,15
100,40,0.6,0.5,False,2,3,100,1,21.3291,0.046781,25.47,False,0.08,95.0424,20.3762,74.6663,78.56,15
100,40,0.6,0.5,False,2,3,100,2,20.7467,0.048167,25.37,False,0.08,33.0951,19.7612,13.3339,40.29,9
100,40,0.6,0.5,False,2,3,100,3,21.8839,0.045494,25.21,False,0.08,64.5808,20.981,43.5998,67.51,23
100,40,0.6,0.5,False,2,3,500,1,22.0859,0.045033,29.99,False,0.08,50.9345,21.206,29.7285,58.37,14
100,40,0.6,0.5,False,2,3,500,2,19.2297,0.052003,21.59,True,0.08,79.3152,18.2297,61.0855,77.02,15
100,40,0.6,0.5,False,2,3,500,3,19.2352,0.051988,24.69,True,0.08,86.6145,18.2352,68.3793,78.95,13
100,40,0.6,0.5,False,2,5,50,1,24.1868,0.040458,27.76,False,0.08,77.7383,23.7167,54.0216,69.49,10
100,40,0.6,0.5,False,2,5,50,2,20.4479,0.048893,23.1,False,0.08,86.6439,19.453,67.1909,77.55,8
100,40,0.6,0.5,False,2,5,50,3,17.5035,0.057131,24.17,True,0.08,65.9653,16.5035,49.4618,74.98,8
100,40,0.6,0.5,False,2,5,100,1,20.1469,0.049634,21.92,False,0.08,41.98,19.1475,22.8325,54.39,13
100,40,0.6,0.5,False,2,5,100,2,23.9485,0.040958,30.73,False,0.09,80.8922,23.4152,57.477,71.05,10
100,40,0.6,0.5,False,2,5,100,3,20.6505,0.048399,22.95,False,0.09,63.96,19.6615,44.2985,69.26,11
100,40,0.6,0.5,False,2,5,500,1,18.9445,0.052786,20.62,True,0.09,60.4771,17.9445,42.5326,70.33,9
100,40,0.6,0.5,False,2,5,500,2,23.6307,0.041632,27.99,False,0.09,57.2818,23.0201,34.2617,59.81,7
100,40,0.6,0.5,False,2,5,500,3,23.5517,0.041801,30.98,False,0.09,80.1771,22.923,57.2541,71.41,12
100,40,0.6,0.5,False,2,8,50,1,23.4575,0.042003,25.3,False,0.1,107.3295,22.808,84.5215,78.75,7
100,40,0.6,0.5,False,2,8,50,2,20.5929,0.048539,23.73,False,0.1,63.1152,19.6019,43.5133,68.94,9
100,40,0.6,0.5,False,2,8,50,3,29.2058,0.03096,35.76,False,0.1,81.4677,31.2997,50.168,61.58,8
100,40,0.6,0.5,False,2,8,100,1,20.5481,0.048648,23.55,False,0.1,62.1402,19.5558,42.5845,68.53,10
100,40,0.6,0.5,False,2,8,100,2,20.9706,0.04763,22.86,False,0.1,58.8125,19.9953,38.8172,66.0,8
100,40,0.6,0.5,False,2,8,100,3,21.1675,0.047162,25.47,False,0.1,56.7417,20.2036,36.5381,64.39,8
100,40,0.6,0.5,False,2,8,500,1,24.5594,0.039686,34.64,False,0.1,52.2484,24.1976,28.0508,53.69,6
100,40,0.6,0.5,False,2,8,500,2,23.31,0.04232,30.92,False,0.1,93.3142,22.6293,70.6849,75.75,10
100,40,0.6,0.5,False,2,8,500,3,20.5119,0.048736,25.1,False,0.1,39.5302,19.5186,20.0117,50.62,7
100,40,0.6,0.5,False,5,3,50,1,21.0959,0.047332,26.04,False,0.09,37.569,20.1275,17.4415,46.43,13
100,40,0.6,0.5,False,5,3,50,2,20.0454,0.049887,24.68,False,0.09,54.6225,19.0454,35.5771,65.13,17
100,40,0.6,0.5,False,5,3,50,3,21.3858,0.046648,23.78,False,0.09,60.4788,20.4372,40.0417,66.21,10
100,40,0.6,0.5,False,5,3,100,1,22.1676,0.044848,27.8,False,0.09,88.8825,21.2977,67.5847,76.04,7
100,40,0.6,0.5,False,5,3,100,2,19.6856,0.050798,23.09,True,0.09,44.9112,18.6856,26.2255,58.39,9
100,40,0.6,0.5,False,5,3,100,3,20.6675,0.048358,25.78,False,0.09,57.2523,19.679,37.5732,65.63,16
100,40,0.6,0.5,False,5,3,500,1,25.9443,0.036914,27.81,False,0.09,91.207,26.0902,65.1168,71.39,11
100,40,0.6,0.5,False,5,3,500,2,18.7724,0.05327,20.88,True,0.09,73.4556,17.7724,55.6832,75.81,14
100,40,0.6,0.5,False,5,3,500,3,19.688,0.050792,23.52,True,0.09,98.2457,18.688,79.5577,80.98,9
100,40,0.6,0.5,False,5,5,50,1,21.8591,0.045551,27.43,False,0.09,70.0685,20.9536,49.1149,70.1,14
100,40,0.6,0.5,False,5,5,50,2,21.3322,0.046774,23.86,False,0.09,79.4128,20.3795,59.0333,74.34,7
100,40,0.6,0.5,False,5,5,50,3,21.0293,0.04749,33.01,False,0.09,75.7292,20.0571,55.6721,73.51,11
100,40,0.6,0.5,False,5,5,100,1,26.1713,0.036474,29.75,False,0.1,97.9679,26.4172,71.5508,73.03,6
100,40,0.6,0.5,False,5,5,100,2,16.1446,0.06194,25.63,True,0.09,48.3132,15.1446,33.1686,68.65,12
100,40,0.6,0.5,False,5,5,100,3,20.2348,0.049417,24.23,False,0.09,67.1576,19.2362,47.9214,71.36,10
100,40,0.6,0.5,False,5,5,500,1,23.4318,0.042058,31.09,False,0.09,60.1102,22.7768,37.3334,62.11,10
100,40,0.6,0.5,False,5,5,500,2,18.4044,0.054335,22.88,True,0.09,94.5451,17.4044,77.1407,81.59,11
100,40,0.6,0.5,False,5,5,500,3,21.2575,0.046949,28.71,False,0.09,65.0194,20.2996,44.7198,68.78,11
100,40,0.6,0.5,False,5,8,50,1,26.8565,0.035168,35.74,False,0.1,66.9761,27.4348,39.5414,59.04,7
100,40,0.6,0.5,False,5,8,50,2,18.6529,0.053611,21.48,True,0.1,59.8012,17.6529,42.1484,70.48,6
100,40,0.6,0.5,False,5,8,50,3,21.0301,0.047488,29.47,False,0.1,58.0184,20.058,37.9605,65.43,4
100,40,0.6,0.5,False,5,8,100,1,25.2989,0.038187,35.17,False,0.1,67.5506,25.1869,42.3637,62.71,7
100,40,0.6,0.5,False,5,8,100,2,26.0863,0.036638,29.45,False,0.1,48.8463,26.2942,22.5521,46.17,4
100,40,0.6,0.5,False,5,8,100,3,32.215,0.026162,39.03,False,0.1,45.4262,37.2233,8.2029,18.06,4
100,40,0.6,0.5,False,5,8,500,1,19.8231,0.050446,22.47,True,0.1,49.794,18.8231,30.9709,62.2,7
100,40,0.6,0.5,False,5,8,500,2,22.8475,0.043329,26.1,False,0.1,59.8411,22.0791,37.7621,63.1,7
100,40,0.6,0.5,False,5,8,500,3,21.0376,0.04747,21.97,False,0.1,88.4201,20.066,68.3541,77.31,8
100,40,0.6,0.5,False,10,3,50,1,19.8058,0.05049,21.64,True,0.09,78.1394,18.8058,59.3335,75.93,10
100,40,0.6,0.5,False,10,3,50,2,20.9832,0.0476,26.53,False,0.09,54.4007,20.0086,34.3921,63.22,12
100,40,0.6,0.5,False,10,3,50,3,22.5255,0.044043,28.32,False,0.08,61.2243,21.7051,39.5192,64.55,8
100,40,0.6,0.5,False,10,3,100,1,19.3678,0.051632,20.5,True,0.08,78.7299,18.3678,60.3621,76.67,16
100,40,0.6,0.5,False,10,3,100,2,21.5161,0.046344,24.36,False,0.08,89.7792,20.578,69.2012,77.08,11
100,40,0.6,0.5,False,10,3,100,3,19.584,0.051062,21.17,True,0.09,68.3297,18.584,49.7456,72.8,12
100,40,0.6,0.5,False,10,3,500,1,20.8344,0.047956,24.03,False,0.08,70.7759,19.8526,50.9233,71.95,10
100,40,0.6,0.5,False,10,3,500,2,21.1094,0.047299,27.39,False,0.08,63.821,20.1419,43.6791,68.44,16
100,40,0.6,0.5,False,10,3,500,3,22.3122,0.044521,29.0,False,0.07,77.8225,21.4613,56.3613,72.42,11
100,40,0.6,0.5,False,10,5,50,1,20.4943,0.048779,24.0,False,0.08,88.7456,19.5006,69.245,78.03,10
100,40,0.6,0.5,False,10,5,50,2,22.6145,0.043845,26.15,False,0.08,90.313,21.8078,68.5052,75.85,9
100,40,0.6,0.5,False,10,5,50,3,14.9954,0.066687,24.23,True,0.08,100.5321,13.9954,86.5368,86.08,7
100,40,0.6,0.5,False,10,5,100,1,20.4963,0.048774,24.32,False,0.08,75.07,19.5026,55.5673,74.02,9
100,40,0.6,0.5,False,10,5,100,2,26.336,0.036157,35.38,False,0.08,53.682,26.6575,27.0245,50.34,9
100,40,0.6,0.5,False,10,5,100,3,17.132,0.05837,22.74,True,0.09,98.3298,16.132,82.1978,83.59,16
100,40,0.6,0.5,False,10,5,500,1,19.1699,0.052165,30.88,True,0.09,66.2806,18.1699,48.1107,72.59,10
100,40,0.6,0.5,False,10,5,500,2,23.2993,0.042344,27.55,False,0.09,86.9917,22.6163,64.3754,74.0,10
100,40,0.6,0.5,False,10,5,500,3,20.4711,0.048836,22.85,False,0.09,74.6008,19.4768,55.1241,73.89,8
100,40,0.6,0.5,False,10,8,50,1,27.2442,0.034446,32.79,False,0.1,65.371,28.0313,37.3396,57.12,5
100,40,0.6,0.5,False,10,8,50,2,21.2101,0.047061,24.04,False,0.1,87.5314,20.249,67.2824,76.87,9
100,40,0.6,0.5,False,10,8,50,3,22.7848,0.043468,26.76,False,0.1,73.1084,22.0057,51.1028,69.9,6
100,40,0.6,0.5,False,10,8,100,1,21.4164,0.046576,28.38,False,0.1,127.8699,20.4701,107.3998,83.99,8
100,40,0.6,0.5,False,10,8,100,2,22.981,0.043036,28.03,False,0.09,79.7076,22.2363,57.4712,72.1,5
100,40,0.6,0.5,False,10,8,100,3,28.9971,0.031317,33.93,False,0.1,40.7682,30.9311,9.8371,24.13,4
100,40,0.6,0.5,False,10,8,500,1,22.1939,0.044788,27.6,False,0.1,71.7329,21.3275,50.4055,70.27,9
100,40,0.6,0.5,False,10,8,500,2,21.3134,0.046818,25.02,False,0.1,67.9271,20.3594,47.5677,70.03,7
100,40,0.6,0.5,False,10,8,500,3,25.1204,0.038545,34.32,False,0.1,44.8503,24.9437,19.9066,44.38,7
100,40,0.7,0.01,True,2,3,50,1,18.5475,0.053915,21.36,True,0.25,84.6465,17.5475,67.099,79.27,11
100,40,0.7,0.01,True,2,3,50,2,18.867,0.053003,20.79,True,0.24,77.9413,17.867,60.0743,77.08,10
100,40,0.7,0.01,True,2,3,50,3,20.4986,0.048769,26.09,False,0.24,115.5862,19.5049,96.0812,83.13,10
100,40,0.7,0.01,True,2,3,100,1,19.7172,0.050717,26.46,True,0.23,89.5243,18.7172,70.8071,79.09,15
100,40,0.7,0.01,True,2,3,100,2,21.9351,0.045377,23.26,False,0.21,69.3207,21.0378,48.2829,69.65,12
100,40,0.7,0.01,True,2,3,100,3,20.9859,0.047593,28.94,False,0.22,67.093,20.0114,47.0816,70.17,7
100,40,0.7,0.01,True,2,3,500,1,20.6518,0.048396,22.07,False,0.21,57.1228,19.6628,37.46,65.58,8
100,40,0.7,0.01,True,2,3,500,2,18.7374,0.053369,29.5,True,0.23,47.1662,17.7374,29.4287,62.39,13
100,40,0.7,0.01,True,2,3,500,3,20.6087,0.048501,23.06,False,0.25,83.8276,19.6182,64.2094,76.6,14
100,40,0.7,0.01,True,2,5,50,1,21.922,0.045407,23.4,False,0.25,63.1433,21.0233,42.1201,66.71,8
100,40,0.7,0.01,True,2,5,50,2,20.9095,0.047776,27.12,False,0.24,77.1667,19.9311,57.2356,74.17,7
100,40,0.7,0.01,True,2,5,50,3,18.9611,0.05274,25.7,True,0.24,59.717,17.9611,41.756,69.92,7
100,40,0.7,0.01,True,2,5,100,1,20.4366,0.04892,22.36,False,0.25,48.0189,19.4415,28.5775,59.51,10
100,40,0.7,0.01,True,2,5,100,2,19.0314,0.052545,24.56,True,0.38,92.3838,18.0314,74.3524,80.48,9
100,40,0.7,0.01,True,2,5,100,3,17.6781,0.056567,27.27,True,0.3,80.8403,16.6781,64.1622,79.37,7
100,40,0.7,0.01,True,2,5,500,1,24.0244,0.040798,30.0,False,0.24,48.3794,23.5107,24.8687,51.4,7
100,40,0.7,0.01,True,2,5,500,2,20.8109,0.048012,25.93,False,0.24,97.0642,19.828,77.2361,79.57,7
100,40,0.7,0.01,True,2,5,500,3,21.1843,0.047122,25.81,False,0.25,57.4082,20.2215,37.1867,64.78,11
100,40,0.7,0.01,True,2,8,50,1,22.2697,0.044617,28.04,False,0.25,84.3974,21.4131,62.9844,74.63,7
100,40,0.7,0.01,True,2,8,50,2,19.355,0.051666,21.44,True,0.25,89.314,18.355,70.9591,79.45,11
100,40,0.7,0.01,True,2,8,50,3,23.7428,0.041393,28.08,False,0.25,71.8613,23.1585,48.7028,67.77,6
100,40,0.7,0.01,True,2,8,100,1,16.5939,0.060263,26.13,True,0.25,78.881,15.5939,63.2871,80.23,7
100,40,0.7,0.01,True,2,8,100,2,19.4532,0.051405,20.4,True,0.25,80.1993,18.4532,61.7461,76.99,8
100,40,0.7,0.01,True,2,8,100,3,24.5272,0.039753,32.66,False,0.24,55.9955,24.1555,31.84,56.86,6
100,40,0.7,0.01,True,2,8,500,1,22.3638,0.044405,31.48,False,0.22,97.8097,21.52,76.2896,78.0,5
100,40,0.7,0.01,True,2,8,500,2,20.8241,0.04798,27.37,False,0.23,82.2513,19.8418,62.4095,75.88,6
100,40,0.7,0.01,True,2,8,500,3,23.6603,0.041569,30.22,False,0.24,64.4954,23.0565,41.4389,64.25,5
100,40,0.7,0.01,True,5,3,50,1,23.4323,0.042057,26.16,False,0.21,55.9775,22.7773,33.2002,59.31,9
100,40,0.7,0.01,True,5,3,50,2,16.9714,0.058923,24.11,True,0.21,91.0479,15.9714,75.0765,82.46,13
100,40,0.7,0.01,True,5,3,50,3,19.8467,0.050386,23.0,True,0.21,75.5592,18.8467,56.7125,75.06,14
100,40,0.7,0.01,True,5,3,100,1,20.1123,0.04972,24.9,False,0.21,69.6008,19.1126,50.4882,72.54,6
100,40,0.7,0.01,True,5,3,100,2,19.5917,0.051042,26.76,True,0.21,82.5876,18.5917,63.9959,77.49,11
100,40,0.7,0.01,True,5,3,100,3,19.7647,0.050595,22.01,True,0.23,90.4047,18.7647,71.6401,79.24,9
100,40,0.7,0.01,True,5,3,500,1,19.3022,0.051807,21.55,True,0.28,101.7111,18.3022,83.4088,82.01,10
100,40,0.7,0.01,True,5,3,500,2,18.4937,0.054073,26.68,True,0.24,115.2924,17.4937,97.7987,84.83,6
100,40,0.7,0.01,True,5,3,500,3,20.4187,0.048964,24.82,False,0.24,43.3145,19.4231,23.8914,55.16,7
100,40,0.7,0.01,True,5,5,50,1,24.0329,0.040781,31.55,False,0.24,73.3697,23.5214,49.8483,67.94,6
100,40,0.7,0.01,True,5,5,50,2,20.4959,0.048775,21.49,False,0.24,57.7892,19.5022,38.287,66.25,4
100,40,0.7,0.01,True,5,5,50,3,21.4232,0.046561,25.34,False,0.25,118.2822,20.4774,97.8048,82.69,12
100,40,0.7,0.01,True,5,5,100,1,19.1313,0.05227,23.43,True,0.25,51.7982,18.1313,33.667,65.0,5
100,40,0.7,0.01,True,5,5,100,2,22.7308,0.043587,23.76,False,0.24,43.7689,21.9427,21.8263,49.87,9
100,40,0.7,0.01,True,5,5,100,3,21.9348,0.045377,26.68,False,0.24,78.6604,21.0375,57.6229,73.26,11
100,40,0.7,0.01,True,5,5,500,1,19.3458,0.051691,23.86,True,0.24,79.9523,18.3458,61.6065,77.05,9
100,40,0.7,0.01,True,5,5,500,2,21.801,0.045684,26.6,False,0.24,120.3773,20.8894,99.4878,82.65,7
100,40,0.7,0.01,True,5,5,500,3,19.7336,0.050675,28.44,True,0.24,72.4473,18.7336,53.7137,74.14,9
100,40,0.7,0.01,True,5,8,50,1,22.7482,0.043548,24.42,False,0.25,81.9038,21.963,59.9409,73.18,7
100,40,0.7,0.01,True,5,8,50,2,19.874,0.050317,25.84,True,0.24,62.2522,18.874,43.3782,69.68,4
100,40,0.7,0.01,True,5,8,50,3,19.1874,0.052117,30.98,True,0.24,91.4275,18.1874,73.2401,80.11,4
100,40,0.7,0.01,True,5,8,100,1,23.8214,0.041227,29.6,False,0.24,89.6732,23.2562,66.417,74.07,8
100,40,0.7,0.01,True,5,8,100,2,24.7391,0.039318,36.11,False,0.22,37.3348,24.4336,12.9012,34.56,6
100,40,0.7,0.01,True,5,8,100,3,22.6173,0.043838,28.85,False,0.21,79.5404,21.811,57.7294,72.58,4
100,40,0.7,0.01,True,5,8,500,1,15.884,0.062957,22.93,True,0.21,66.1308,14.884,51.2469,77.49,10
100,40,0.7,0.01,True,5,8,500,2,21.8535,0.045564,25.84,False,0.21,65.7483,20.9473,44.801,68.14,7
100,40,0.7,0.01,True,5,8,500,3,17.5006,0.057141,27.4,True,0.22,101.4052,16.5006,84.9047,83.73,8
100,40,0.7,0.01,True,10,3,50,1,24.7518,0.039292,28.37,False,0.2,102.2412,24.4505,77.7907,76.09,8
100,40,0.7,0.01,True,10,3,50,2,19.7005,0.05076,26.44,True,0.2,74.2124,18.7005,55.5119,74.8,13
100,40,0.7,0.01,True,10,3,50,3,21.1286,0.047254,27.56,False,0.2,57.4297,20.1623,37.2674,64.89,10
100,40,0.7,0.01,True,10,3,100,1,19.5658,0.05111,26.29,True,0.21,62.449,18.5658,43.8833,70.27,12
100,40,0.7,0.01,True,10,3,100,2,20.1447,0.04964,22.89,False,0.23,73.5216,19.1452,54.3764,73.96,10
100,40,0.7,0.01,True,10,3,100,3,18.0293,0.055465,19.72,True,0.24,38.5379,17.0293,21.5086,55.81,12
100,40,0.7,0.01,True,10,3,500,1,18.6285,0.053681,20.98,True,0.23,45.2117,17.6285,27.5832,61.01,10
100,40,0.7,0.01,True,10,3,500,2,23.249,0.042453,29.49,False,0.23,50.7203,22.5557,28.1645,55.53,7
100,40,0.7,0.01,True,10,3,500,3,19.8494,0.050379,23.34,True,0.22,74.4009,18.8494,55.5514,74.67,11
100,40,0.7,0.01,True,10,5,50,1,16.5818,0.060307,23.85,True,0.2,61.0475,15.5818,45.4658,74.48,9
100,40,0.7,0.01,True,10,5,50,2,21.3263,0.046788,26.06,False,0.21,71.6527,20.3732,51.2794,71.57,9
100,40,0.7,0.01,True,10,5,50,3,18.8226,0.053128,26.75,True,0.2,67.2593,17.8226,49.4367,73.5,10
100,40,0.7,0.01,True,10,5,100,1,17.9192,0.055806,24.57,True,0.21,80.1036,16.9192,63.1845,78.88,11
100,40,0.7,0.01,True,10,5,100,2,21.0376,0.04747,26.19,False,0.23,72.0874,20.0659,52.0214,72.16,8
100,40,0.7,0.01,True,10,5,100,3,20.4089,0.048988,23.52,False,0.24,98.6305,19.4132,79.2173,80.32,6
100,40,0.7,0.01,True,10,5,500,1,19.1897,0.052111,26.92,True,0.23,94.1221,18.1897,75.9324,80.67,8
100,40,0.7,0.01,True,10,5,500,2,20.1081,0.04973,22.72,False,0.24,46.3477,19.1084,27.2393,58.77,10
100,40,0.7,0.01,True,10,5,500,3,20.8093,0.048016,25.03,False,0.23,41.3983,19.8263,21.572,52.11,6
100,40,0.7,0.01,True,10,8,50,1,21.4151,0.04658,25.25,False,0.24,67.7423,20.4687,47.2736,69.78,7
100,40,0.7,0.01,True,10,8,50,2,21.7301,0.045848,23.2,False,0.24,127.1613,20.8114,106.3499,83.63,5
100,40,0.7,0.01,True,10,8,50,3,19.8418,0.050399,25.9,True,0.24,59.2148,18.8418,40.373,68.18,7
100,40,0.7,0.01,True,10,8,100,1,21.1204,0.047273,25.87,False,0.24,45.9046,20.1535,25.7511,56.1,6
100,40,0.7,0.01,True,10,8,100,2,19.2248,0.052016,20.34,True,0.21,71.6169,18.2248,53.3921,74.55,8
100,40,0.7,0.01,True,10,8,100,3,22.8096,0.043413,29.23,False,0.21,65.6436,22.0346,43.609,66.43,8
100,40,0.7,0.01,True,10,8,500,1,23.056,0.042872,33.0,False,0.21,65.5727,22.3252,43.2476,65.95,5
100,40,0.7,0.01,True,10,8,500,2,25.1096,0.038567,37.71,False,0.21,77.3182,24.929,52.3892,67.76,3
100,40,0.7,0.01,True,10,8,500,3,21.5506,0.046263,24.41,False,0.21,63.1239,20.6154,42.5086,67.34,8
100,40,0.7,0.01,False,2,3,50,1,20.1603,0.049601,25.94,False,0.08,59.8517,19.161,40.6907,67.99,7
100,40,0.7,0.01,False,2,3,50,2,20.4378,0.048917,22.84,False,0.07,58.3313,19.4427,38.8886,66.67,14
100,40,0.7,0.01,False,2,3,50,3,20.7638,0.048126,24.2,False,0.08,75.4301,19.779,55.6511,73.78,17
100,40,0.7,0.01,False,2,3,100,1,22.7162,0.043619,24.49,False,0.07,76.2102,21.9257,54.2845,71.23,14
100,40,0.7,0.01,False,2,3,100,2,23.9384,0.040979,27.97,False,0.08,70.1769,23.4025,46.7744,66.65,12
100,40,0.7,0.01,False,2,3,100,3,24.3401,0.040139,28.98,False,0.08,78.7391,23.9132,54.8259,69.63,24
100,40,0.7,0.01,False,2,3,500,1,25.716,0.03736,29.41,False,0.08,70.9778,25.7663,45.2115,63.7,11
100,40,0.7,0.01,False,2,3,500,2,23.1742,0.042615,30.71,False,0.08,42.2081,22.4661,19.742,46.77,12
100,40,0.7,0.01,False,2,3,500,3,28.7495,0.031745,30.6,False,0.08,75.6481,30.5006,45.1475,59.68,15
100,40,0.7,0.01,False,2,5,50,1,22.9732,0.043053,24.78,False,0.08,65.4558,22.2271,43.2287,66.04,6
100,40,0.7,0.01,False,2,5,50,2,22.1927,0.044791,25.75,False,0.08,75.4212,21.3261,54.095,71.72,10
100,40,0.7,0.01,False,2,5,50,3,23.1467,0.042675,25.47,False,0.09,58.5918,22.4332,36.1587,61.71,9
100,40,0.7,0.01,False,2,5,100,1,22.7455,0.043554,26.19,False,0.09,92.6278,21.9598,70.6681,76.29,9
100,40,0.7,0.01,False,2,5,100,2,21.3272,0.046785,22.28,False,0.09,46.4337,20.3741,26.0595,56.12,10
100,40,0.7,0.01,False,2,5,100,3,22.6983,0.043659,33.53,False,0.09,45.719,21.9049,23.8141,52.09,8
100,40,0.7,0.01,False,2,5,500,1,23.934,0.040989,30.99,False,0.09,87.1801,23.397,63.7831,73.16,7
100,40,0.7,0.01,False,2,5,500,2,21.8491,0.045574,24.98,False,0.09,39.7922,20.9425,18.8498,47.37,10
100,40,0.7,0.01,False,2,5,500,3,23.2898,0.042364,31.27,False,0.09,46.6791,22.6049,24.0742,51.57,7
100,40,0.7,0.01,False,2,8,50,1,23.2936,0.042356,27.55,False,0.1,66.783,22.6095,44.1735,66.14,5
100,40,0.7,0.01,False,2,8,50,2,18.366,0.054448,23.65,True,0.1,52.9275,17.366,35.5615,67.19,6
100,40,0.7,0.01,False,2,8,50,3,26.5376,0.035771,26.45,False,0.1,71.9905,26.9554,45.0351,62.56,6
100,40,0.7,0.01,False,2,8,100,1,24.4598,0.039892,31.01,False,0.1,48.1293,24.0679,24.0614,49.99,6
100,40,0.7,0.01,False,2,8,100,2,33.1411,0.024817,36.11,False,0.09,78.516,39.295,39.221,49.95,2
100,40,0.7,0.01,False,2,8,100,3,22.548,0.043993,27.38,False,0.08,64.5685,21.731,42.8375,66.34,11
100,40,0.7,0.01,False,2,8,500,1,26.5526,0.035743,31.45,False,0.09,84.2488,26.9776,57.2711,67.98,6
100,40,0.7,0.01,False,2,8,500,2,25.8535,0.037091,31.07,False,0.08,102.422,25.9607,76.4613,74.65,6
100,40,0.7,0.01,False,2,8,500,3,20.1866,0.049536,25.93,False,0.08,59.4271,19.1875,40.2396,67.71,6
100,40,0.7,0.01,False,5,3,50,1,19.239,0.051978,25.08,True,0.07,110.7084,18.239,92.4695,83.53,12
100,40,0.7,0.01,False,5,3,50,2,21.0858,0.047355,23.9,False,0.07,111.0249,20.1169,90.9079,81.88,11
100,40,0.7,0.01,False,5,3,50,3,23.5818,0.041736,30.27,False,0.08,74.0244,22.96,51.0644,68.98,8
