population_size,generations,crossover_rate,mutation_rate,use_2opt,elitism_count,tournament_size,two_opt_iterations,num_runs,mean_distance_km,std_distance_km,min_distance_km,max_distance_km,mean_execution_time,std_execution_time,mean_improvement_pct,mean_convergence_gen,feasible_rate
100,40,0.8,0.05,False,2,8,100,3,21.1293,5.2761,15.4888,25.9435,1.1,0.11,65.17,8.3,33.3
100,40,0.8,0.05,False,5,3,50,3,23.2132,1.5603,21.5179,24.5891,1.1,0.28,74.45,12,0.0
100,40,0.8,0.05,False,5,3,100,3,21.2163,1.264,20.0036,22.526,0.94,0.13,69.32,13.3,0.0
100,40,0.8,0.05,False,5,5,50,3,21.166,4.8673,16.4408,26.1639,0.91,0.07,71.39,8,33.3
100,40,0.8,0.05,False,5,3,500,3,21.7635,0.8395,20.8254,22.4441,0.94,0.12,66.49,11.7,0.0
100,40,0.8,0.05,False,5,5,100,3,24.0826,1.1097,23.103,25.2877,0.97,0.09,62.86,7.3,0.0
100,40,0.8,0.05,False,5,5,500,3,23.3296,0.6957,22.6106,23.9995,0.96,0.09,63.33,9.3,0.0
100,40,0.8,0.05,False,5,8,50,3,22.3776,1.7744,20.44,23.9231,1.0,0.06,64.54,6.3,0.0
100,40,0.8,0.05,False,5,8,100,3,26.6633,3.3075,24.6751,30.4814,1.08,0.03,60.81,5.3,0.0
100,40,0.8,0.05,False,5,8,500,3,23.2502,3.388,19.8133,26.5871,1.04,0.07,74.75,8.3,33.3
100,40,0.8,0.05,False,10,3,50,3,21.1924,2.3413,19.0927,23.7171,0.97,0.06,71.11,13,33.3
100,40,0.8,0.05,False,10,3,100,3,19.9274,1.5228,18.7923,21.6579,1.0,0.21,77.5,12,66.7
100,40,0.8,0.05,False,10,3,500,3,21.8134,3.0464,19.7155,25.3077,0.95,0.19,59.84,8.7,33.3
100,40,0.8,0.05,False,10,5,50,3,25.6662,4.1215,23.2287,30.4248,0.98,0.1,63.01,7.7,0.0
100,40,0.8,0.05,False,10,5,100,3,18.9519,1.6615,17.5866,20.8019,0.89,0.09,66.46,10.3,66.7
100,40,0.8,0.05,False,10,5,500,3,21.9444,1.799,20.697,24.0067,0.88,0.07,56.47,9,0.0
100,40,0.8,0.05,False,10,8,50,3,23.3996,2.1861,20.9282,25.0803,1.12,0.16,68.12,7,0.0
100,40,0.8,0.05,False,10,8,100,3,25.6086,2.5078,24.0685,28.5023,0.97,0.26,73.58,5.7,0.0
100,40,0.8,0.05,False,10,8,500,3,23.333,0.8383,22.4086,24.0438,0.95,0.13,54.87,7,0.0
100,40,0.8,0.2,True,2,3,50,3,18.304,1.8354,16.2229,19.6917,2.9,0.3,73.35,12.3,100.0
100,40,0.8,0.2,True,2,3,100,3,19.1884,1.3808,17.5943,20.0103,2.82,0.12,75.62,10.7,66.7
100,40,0.8,0.2,True,2,3,500,3,18.807,2.8657,15.5021,20.6021,2.83,0.18,78.26,12,33.3
100,40,0.8,0.2,True,2,5,50,3,21.1428,0.8708,20.1514,21.7836,2.82,0.18,68.16,9.3,0.0
100,40,0.8,0.2,True,2,5,500,3,18.5722,2.2392,16.3586,20.8361,2.75,0.15,68.01,9.3,66.7
100,40,0.8,0.2,True,2,5,100,3,19.3407,2.4399,16.8728,21.7516,3.05,0.27,70.32,9,66.7
100,40,0.8,0.2,True,2,8,50,3,21.0794,2.747,19.1693,24.2275,2.95,0.32,80.05,5.7,66.7
100,40,0.8,0.2,True,2,8,100,3,20.1848,1.3898,18.7694,21.5475,3.23,0.33,71.67,6.3,33.3
100,40,0.8,0.2,True,2,8,500,3,19.9849,1.3163,18.9614,21.4697,3.1,0.33,75.9,8.3,66.7
100,40,0.8,0.2,True,5,3,100,3,18.4213,0.3256,18.0616,18.6957,2.93,0.23,65.97,12,100.0
100,40,0.8,0.2,True,5,3,50,3,18.2423,1.7239,16.2838,19.5299,3.16,0.38,71.54,10.7,100.0
100,40,0.8,0.2,True,5,3,500,3,20.9741,1.0004,19.8522,21.7733,3.21,0.13,68.36,7.7,33.3
100,40,0.8,0.2,True,5,5,100,3,19.3386,1.5846,17.8315,20.9907,3.05,0.25,76.64,9,66.7
100,40,0.8,0.2,True,5,5,500,3,19.3111,0.5288,18.7491,19.7989,2.87,0.43,64.19,9,100.0
100,40,0.8,0.2,True,5,5,50,3,20.8241,1.6314,19.4656,22.6336,3.2,0.38,67.42,6.3,33.3
100,40,0.8,0.2,True,5,8,50,3,22.7971,1.9297,20.6972,24.4925,2.94,0.27,59.78,6.3,0.0
100,40,0.8,0.2,True,10,3,50,3,20.9755,3.8877,16.9228,24.674,2.48,0.14,64.07,10.7,33.3
100,40,0.8,0.2,True,5,8,100,3,22.6112,2.6005,20.1589,25.3382,2.76,0.28,67.08,6.3,0.0
100,40,0.8,0.2,True,5,8,500,3,21.6408,0.6067,20.9406,22.0125,2.68,0.2,74.29,7,0.0
100,40,0.8,0.2,True,10,3,100,3,18.0431,2.6609,14.9926,19.8867,2.57,0.09,75.23,12.7,100.0
100,40,0.8,0.2,True,10,3,500,3,20.0497,2.8114,16.8394,22.0723,2.51,0.17,81.05,9.7,33.3
100,40,0.8,0.2,True,10,5,100,3,20.242,1.8365,18.2288,21.8255,2.49,0.1,71.89,7,33.3
100,40,0.8,0.2,True,10,5,50,3,18.9885,2.3006,16.4204,20.8611,2.63,0.12,79.79,9.3,66.7
100,40,0.8,0.2,True,10,5,500,3,21.8096,2.0985,19.625,23.8099,2.52,0.19,65.12,5.7,33.3
100,40,0.8,0.2,False,2,3,50,3,19.0189,1.8411,16.8975,20.1996,0.87,0.03,72.38,13.3,66.7
100,40,0.8,0.2,True,10,8,50,3,20.0694,1.5521,18.5115,21.6156,2.56,0.08,75.67,9,33.3
100,40,0.8,0.2,True,10,8,100,3,19.9988,1.074,18.7925,20.8514,2.51,0.3,71.73,6.3,33.3
100,40,0.8,0.2,True,10,8,500,3,21.4005,1.3133,20.1026,22.7287,2.47,0.03,72.31,6.7,0.0
100,40,0.8,0.2,False,2,3,100,3,19.3942,2.8767,16.5859,22.3348,0.86,0.03,72.04,11,66.7
100,40,0.8,0.2,False,2,3,500,3,24.4451,3.4213,21.4417,28.1695,0.89,0.02,68.38,10.3,0.0
100,40,0.8,0.2,False,2,5,50,3,19.5692,3.1895,15.9627,22.0189,0.83,0.07,76.72,10,33.3
100,40,0.8,0.2,False,2,5,100,3,22.3772,0.1225,22.2754,22.5132,0.8,0.05,59.19,8,0.0
100,40,0.8,0.2,False,2,5,500,3,21.8082,1.9879,20.2762,24.0546,0.87,0.03,61.95,11.7,0.0
100,40,0.8,0.2,False,2,8,100,3,20.8769,0.5733,20.4284,21.5229,0.89,0.03,73.47,6.7,0.0
100,40,0.8,0.2,False,2,8,500,3,20.7593,0.9919,19.7939,21.7757,0.88,0.07,74.51,7.3,33.3
100,40,0.8,0.2,False,5,3,50,3,22.2138,2.0068,20.0167,23.9502,0.81,0.06,74.01,11.3,0.0
100,40,0.8,0.2,False,2,8,50,3,21.2874,1.3072,20.3695,22.7841,1.0,0.06,57.08,9,0.0
100,40,0.8,0.2,False,5,3,100,3,21.882,1.3761,20.5,23.2522,0.88,0.01,62.69,12.3,0.0
100,40,0.8,0.2,False,5,5,50,3,24.3127,4.8246,20.6122,29.7694,0.8,0.08,58.85,10.7,0.0
100,40,0.8,0.2,False,5,3,500,3,21.586,0.6689,21.0403,22.3322,0.84,0.16,64.5,12.7,0.0
100,40,0.8,0.2,False,5,5,100,3,20.8504,3.6332,16.867,23.982,0.88,0.01,73.44,9,33.3
100,40,0.8,0.2,False,5,5,500,3,22.9332,1.0065,22.0099,24.0061,0.89,0.01,70.4,8,0.0
100,40,0.8,0.2,False,5,8,50,3,22.3328,3.0826,20.1595,25.8608,0.96,0.09,65.28,8.3,0.0
100,40,0.8,0.2,False,5,8,100,3,21.0771,2.1791,18.6412,22.8413,0.98,0.09,75.09,8.7,33.3
100,40,0.8,0.2,False,5,8,500,3,23.4084,2.9434,20.0253,25.3821,0.93,0.09,67.15,5.7,0.0
100,40,0.8,0.2,False,10,3,100,3,21.8256,3.7604,18.012,25.5305,0.79,0.07,72.62,11.7,33.3
100,40,0.8,0.2,False,10,3,50,3,21.7043,0.6807,20.9528,22.2794,0.89,0.03,67.16,12.3,0.0
100,40,0.8,0.2,False,10,3,500,3,22.3742,0.5455,21.7466,22.7348,0.83,0.11,75.19,10.3,0.0
100,40,0.8,0.2,False,10,5,50,3,24.3686,2.772,21.5954,27.1393,0.88,0.01,53.98,8.3,0.0
100,40,0.8,0.2,False,10,5,500,3,24.0359,4.3482,19.9589,28.6122,0.84,0.08,70.64,8,33.3
100,40,0.8,0.2,False,10,5,100,3,23.1391,2.7655,20.7038,26.1456,0.9,0.03,70.08,9.7,0.0
100,40,0.8,0.2,False,10,8,50,3,25.6613,2.3855,23.8129,28.3541,0.95,0.15,70.13,6,0.0
100,40,0.8,0.2,False,10,8,100,3,23.5391,1.5722,22.329,25.3161,0.88,0.01,63.97,6.7,0.0
100,40,0.8,0.2,False,10,8,500,3,20.7295,3.4785,16.9047,23.7042,1.01,0.1,74.02,7.7,33.3
100,40,0.8,0.5,True,2,3,50,3,18.2046,1.9294,16.5829,20.3384,2.92,0.07,74.96,9.7,66.7
100,40,0.8,0.5,True,2,3,100,3,18.8081,2.7657,15.9802,21.5072,2.86,0.15,77.16,11,66.7
100,40,0.8,0.5,True,2,3,500,3,19.6374,0.3385,19.2736,19.9431,3.1,0.11,73.5,13,100.0
100,40,0.8,0.5,True,2,5,50,3,21.4628,0.9442,20.687,22.5141,3.03,0.27,71.19,10,0.0
100,40,0.8,0.5,True,2,5,500,3,20.6252,1.3995,19.0318,21.6548,2.98,0.27,70.38,8.3,33.3
100,40,0.8,0.5,True,2,8,50,3,21.268,1.9755,19.5273,23.4151,2.81,0.27,75.34,7,33.3
100,40,0.8,0.5,True,2,5,100,3,21.21,0.3169,20.8713,21.4992,3.15,0.15,65.33,8.7,0.0
100,40,0.8,0.5,True,2,8,100,3,21.0597,5.7408,17.3248,27.67,3.27,0.2,75.02,5,66.7
100,40,0.8,0.5,True,5,3,100,3,16.7735,1.7562,15.3428,18.7335,2.76,0.08,76.58,7.3,100.0
100,40,0.8,0.5,True,2,8,500,3,20.6828,1.4427,19.2629,22.1473,2.96,0.08,71.39,6.7,33.3
100,40,0.8,0.5,True,5,3,50,3,20.1139,0.993,19.0125,20.9406,2.95,0.25,69.02,10,33.3
100,40,0.8,0.5,True,5,3,500,3,20.8447,0.5893,20.1664,21.2302,2.86,0.19,65.38,11.7,0.0
100,40,0.8,0.5,True,5,5,50,3,20.4067,1.8269,19.0836,22.4912,2.69,0.16,73.55,8.7,66.7
100,40,0.8,0.5,True,5,5,100,3,19.1617,0.8134,18.2551,19.8276,2.72,0.06,68.63,9,100.0
100,40,0.8,0.5,True,5,5,500,3,20.4023,1.1408,19.3497,21.6145,2.92,0.21,67.48,7.7,33.3
100,40,0.8,0.5,True,5,8,50,3,20.6109,2.1114,18.4458,22.6641,2.88,0.27,79.9,7.7,33.3
100,40,0.8,0.5,True,5,8,100,3,20.6729,1.1015,19.6891,21.863,2.27,0.75,78.18,6.7,33.3
100,40,0.8,0.5,True,10,3,50,3,19.078,1.3968,18.0437,20.667,2.04,0.81,78.63,11.7,66.7
100,40,0.8,0.5,True,5,8,500,3,21.8435,1.0565,20.629,22.5497,2.21,0.76,67.96,5,0.0
100,40,0.8,0.5,True,10,3,100,3,19.9522,1.7381,18.0437,21.4442,1.89,0.65,62.24,11.7,33.3
100,40,0.8,0.5,True,10,3,500,3,22.0607,1.6067,20.322,23.4905,1.94,0.35,73.61,8.7,0.0
100,40,0.8,0.5,True,10,5,50,3,21.4912,2.7366,18.3898,23.5662,1.99,0.77,61.86,7.7,33.3
100,40,0.8,0.5,True,10,5,100,3,21.2032,4.8855,17.9916,26.8255,1.97,0.59,58.41,8,66.7
100,40,0.8,0.5,True,10,5,500,3,19.9736,3.4884,15.966,22.3284,1.9,0.23,77.81,8,33.3
100,40,0.8,0.5,False,2,3,50,3,19.4694,2.1368,18.1052,21.932,1.0,0.02,71.02,11.7,66.7
100,40,0.8,0.5,True,10,8,50,3,21.9336,1.8042,20.8611,24.0166,2.24,0.36,75.91,8,0.0
100,40,0.8,0.5,True,10,8,500,3,20.4449,0.139,20.3113,20.5887,2.6,0.35,72.72,8,0.0
100,40,0.8,0.5,True,10,8,100,3,21.2419,1.153,20.4845,22.5689,2.72,0.57,78.76,6.3,0.0
100,40,0.8,0.5,False,2,3,100,3,20.6506,1.6778,19.6219,22.5867,0.92,0.25,71.21,16.3,66.7
100,40,0.8,0.5,False,2,3,500,3,21.3433,1.276,20.2072,22.7238,0.87,0.06,53.1,11,0.0
100,40,0.8,0.5,False,2,5,50,3,19.3283,0.2724,19.0487,19.5929,0.82,0.16,71.17,9.7,100.0
100,40,0.8,0.5,False,2,5,100,3,19.9788,2.4774,17.3428,22.2593,0.9,0.15,76.18,11.3,33.3
100,40,0.8,0.5,False,2,5,500,3,22.0243,0.4225,21.5687,22.4031,1.15,0.14,69.43,11,0.0
100,40,0.8,0.5,False,2,8,50,3,21.449,0.5061,20.9488,21.9608,1.11,0.15,74.06,10.3,0.0
100,40,0.8,0.5,False,2,8,100,3,18.7302,2.2549,16.5487,21.0519,0.91,0.35,78.93,9.3,66.7
100,40,0.8,0.5,False,2,8,500,3,20.6475,0.8579,19.8186,21.5318,0.9,0.39,60.14,8,33.3
100,40,0.8,0.5,False,5,3,50,3,20.0831,0.6677,19.3128,20.4972,0.75,0.27,69.95,13.7,33.3
100,40,0.8,0.5,False,5,3,100,3,21.3214,5.2841,16.4178,26.9177,0.73,0.29,71.04,12.7,33.3
100,40,0.8,0.5,False,5,3,500,3,19.8745,2.6542,16.8295,21.6984,0.8,0.24,75.29,13,33.3
100,40,0.8,0.5,False,5,5,50,3,19.351,4.0759,16.2978,23.9794,0.8,0.32,74.21,12.3,66.7
100,40,0.8,0.5,False,5,5,100,3,23.3915,1.9168,21.1809,24.593,0.79,0.37,67.75,9.7,0.0
100,40,0.8,0.5,False,5,5,500,3,20.0252,0.8715,19.0717,20.7807,0.75,0.19,77.61,12,33.3
100,40,0.8,0.5,False,5,8,50,3,20.8343,1.1631,19.8345,22.1108,0.83,0.22,65.41,8,33.3
100,40,0.8,0.5,False,5,8,100,3,19.8798,2.2311,17.7352,22.1884,0.85,0.15,69.99,7.7,66.7
100,40,0.8,0.5,False,10,3,50,3,21.0815,0.558,20.4396,21.4507,0.63,0.21,60.69,14,0.0
100,40,0.8,0.5,False,5,8,500,3,19.9417,0.6053,19.3237,20.5335,0.6,0.09,75.69,9.7,66.7
100,40,0.8,0.5,False,10,3,100,3,20.8343,0.7784,20.3819,21.7331,0.55,0.24,69.61,13.7,0.0
100,40,0.8,0.5,False,10,3,500,3,19.8319,1.0577,19.1922,21.0528,0.43,0.05,75.69,12.3,66.7
100,40,0.8,0.5,False,10,5,50,3,19.3091,2.0889,17.192,21.3686,0.58,0.2,73.59,9.7,66.7
100,40,0.8,0.5,False,10,5,100,3,22.0556,1.8114,20.4303,24.0085,0.72,0.45,64.08,11.7,0.0
100,40,0.8,0.5,False,10,5,500,3,20.7912,0.5248,20.2109,21.2327,1.17,0.62,66.22,12.3,0.0
100,40,0.8,0.5,False,10,8,50,3,25.4611,5.2783,21.6592,31.4875,1.03,0.51,68.16,6,0.0
100,40,0.8,0.5,False,10,8,100,3,22.8873,2.8903,20.6936,26.1623,0.87,0.74,63.22,6.3,0.0
100,40,0.8,0.5,False,10,8,500,3,22.5197,2.9759,20.3839,25.9188,0.77,0.78,66.71,7.3,0.0
100,40,0.9,0.01,True,2,3,50,3,19.1718,1.7018,17.6092,20.9851,0.63,0.06,75.7,11.3,66.7
100,40,0.9,0.01,True,2,3,100,3,18.7835,2.0348,16.7545,20.824,0.64,0.05,75.03,11.3,66.7
100,40,0.9,0.01,True,2,3,500,3,19.0806,1.4046,18.1208,20.6927,0.59,0.03,66.13,13,66.7
100,40,0.9,0.01,True,2,5,50,3,19.0708,2.6885,16.2309,21.5768,0.6,0.02,72.32,6.3,66.7
100,40,0.9,0.01,True,2,5,100,3,19.3987,2.0266,17.4698,21.5106,0.64,0.04,76.79,9,66.7
100,40,0.9,0.01,True,2,5,500,3,24.2721,4.7628,18.9124,28.0194,0.65,0.01,65.31,7.3,33.3
100,40,0.9,0.01,True,2,8,50,3,20.4182,1.7121,19.1699,22.37,0.64,0.03,67.88,5.7,66.7
100,40,0.9,0.01,True,2,8,100,3,20.9551,1.9614,19.4199,23.1648,0.64,0.05,72.85,6.3,33.3
100,40,0.9,0.01,True,2,8,500,3,21.2123,0.6645,20.6926,21.961,0.65,0.03,69.02,6,0.0
100,40,0.9,0.01,True,5,3,100,3,19.7181,2.524,16.9014,21.7748,0.61,0.02,73.64,9.7,33.3
100,40,0.9,0.01,True,5,3,500,3,19.9712,1.9139,18.6635,22.168,0.61,0.05,58.6,12,66.7
100,40,0.9,0.01,True,5,3,50,3,17.8527,1.5536,16.7363,19.627,0.68,0.02,74.56,9.3,100.0
100,40,0.9,0.01,True,5,5,50,3,19.0959,1.5552,17.3026,20.0756,0.65,0.03,72.04,7.7,66.7
100,40,0.9,0.01,True,5,5,100,3,19.2459,1.119,18.4277,20.5211,0.65,0.03,77.5,8,66.7
100,40,0.9,0.01,True,5,8,50,3,23.6345,4.6562,19.1616,28.4546,0.64,0.02,62.94,6.7,33.3
100,40,0.9,0.01,True,5,5,500,3,19.9456,1.0647,18.8006,20.9058,0.67,0.03,68.68,7.3,33.3
100,40,0.9,0.01,True,5,8,100,3,21.7007,1.3373,20.6609,23.2092,0.65,0.03,64.35,7.7,0.0
100,40,0.9,0.01,True,10,3,50,3,19.787,0.7738,19.1316,20.6406,0.61,0.04,74.69,10.7,66.7
100,40,0.9,0.01,True,5,8,500,3,22.346,1.2972,21.0023,23.591,0.67,0.07,64.1,5.7,0.0
100,40,0.9,0.01,True,10,3,100,3,19.719,1.7947,17.8873,21.4743,0.62,0.01,68.87,9.7,66.7
100,40,0.9,0.01,True,10,3,500,3,20.0598,3.0748,16.8861,23.025,0.62,0.02,79.46,10.3,33.3
100,40,0.9,0.01,True,10,5,100,3,19.8982,1.6779,18.5653,21.7824,0.59,0.03,70.61,8,66.7
100,40,0.9,0.01,True,10,5,50,3,22.1923,0.7784,21.4559,23.0068,0.63,0.04,72.57,6.7,0.0
100,40,0.9,0.01,True,10,5,500,3,23.0836,3.388,19.521,26.2648,0.61,0.03,63.08,7,33.3
100,40,0.9,0.01,False,2,3,50,3,21.1434,1.4773,20.1194,22.837,0.22,0.03,72.57,13,0.0
100,40,0.9,0.01,False,2,3,100,3,21.1731,0.1833,21.0338,21.3808,0.21,0.01,74.77,12.7,0.0
100,40,0.9,0.01,True,10,8,50,3,20.3554,1.1433,19.079,21.2856,0.58,0.02,73.55,6.7,33.3
100,40,0.9,0.01,True,10,8,100,3,20.6553,1.8789,18.6758,22.4141,0.6,0.03,75.73,6,33.3
100,40,0.9,0.01,True,10,8,500,3,21.7406,0.8282,20.9243,22.5803,0.61,0.03,78.1,7.3,0.0
100,40,0.9,0.01,False,2,3,500,3,22.014,0.5757,21.6666,22.6785,0.21,0.01,63.63,10.3,0.0
100,40,0.9,0.01,False,2,5,50,3,22.6692,2.9103,20.942,26.0293,0.22,0.02,78.62,8.7,0.0
100,40,0.9,0.01,False,2,5,100,3,23.8614,1.7378,22.5268,25.8264,0.22,0.01,55.27,8,0.0
100,40,0.9,0.01,False,2,5,500,3,21.4422,0.7156,20.6806,22.1007,0.23,0.01,68.76,8.3,0.0
100,40,0.9,0.01,False,2,8,50,3,23.334,3.156,21.3718,26.9746,0.25,0.01,69.94,6.3,0.0
100,40,0.9,0.01,False,2,8,100,3,24.5655,1.8579,23.2893,26.697,0.23,0.01,66.11,5.3,0.0
100,40,0.9,0.01,False,5,3,50,3,21.9838,2.5336,20.2556,24.8922,0.21,0.01,72.62,11.3,0.0
100,40,0.9,0.01,False,2,8,500,3,23.4529,1.4161,22.326,25.0424,0.25,0.01,71.22,7.3,0.0
100,40,0.9,0.01,False,5,3,100,3,22.9136,1.028,21.7311,23.595,0.22,0.0,66.04,12,0.0
100,40,0.9,0.01,False,5,3,500,3,20.0223,2.6441,16.9702,21.6194,0.21,0.02,68.92,12.3,33.3
100,40,0.9,0.01,False,5,5,50,3,21.9183,2.8517,18.7355,24.2407,0.23,0.02,77.07,7.7,33.3
100,40,0.9,0.01,False,5,5,100,3,22.5102,2.1329,20.6833,24.8541,0.23,0.01,71.08,7.7,0.0
100,40,0.9,0.01,False,5,5,500,3,24.0393,2.6889,21.9222,27.0648,0.24,0.02,61.61,7,0.0
100,40,0.9,0.01,False,5,8,50,3,23.7605,1.1762,22.4229,24.6332,0.26,0.03,65.93,6.7,0.0
100,40,0.9,0.01,False,5,8,100,3,20.8604,0.2786,20.5487,21.0853,0.24,0.03,64.48,9,0.0
100,40,0.9,0.01,False,5,8,500,3,23.6316,2.5101,20.8235,25.6574,0.25,0.02,69.1,6.7,0.0
100,40,0.9,0.01,False,10,3,50,3,21.6055,2.3806,20.0355,24.3446,0.18,0.01,69.54,13,0.0
100,40,0.9,0.01,False,10,3,100,3,21.8386,2.0727,19.9104,24.0305,0.22,0.03,63.89,12.3,33.3
100,40,0.9,0.01,False,10,3,500,3,22.9522,3.076,19.954,26.1005,0.22,0.03,74.86,12.3,33.3
100,40,0.9,0.01,False,10,5,50,3,26.6276,2.0478,24.842,28.8629,0.25,0.03,58.84,9.7,0.0
100,40,0.9,0.01,False,10,5,100,3,21.1861,4.055,17.905,25.7196,0.24,0.03,67.2,11.3,66.7
100,40,0.9,0.01,False,10,5,500,3,22.2304,2.2179,19.7887,24.1203,0.26,0.02,72.83,7.7,33.3
100,40,0.9,0.01,False,10,8,50,3,22.3706,1.8404,20.258,23.6264,0.27,0.03,75.83,12.7,0.0
100,40,0.9,0.01,False,10,8,100,3,20.6909,3.7541,16.9228,24.4308,0.25,0.03,70.33,6.3,33.3
100,40,0.9,0.01,False,10,8,500,3,24.3319,3.2868,20.5402,26.3711,0.26,0.02,56.88,8.7,0.0
100,40,0.9,0.05,True,2,3,50,3,16.9098,0.6073,16.4178,17.5885,0.69,0.04,80.43,12.7,100.0
100,40,0.9,0.05,True,2,3,100,3,17.9938,2.6491,15.3561,20.6542,0.7,0.03,80.65,12.7,66.7
100,40,0.9,0.05,True,2,3,500,3,18.8951,2.7454,16.6472,21.9549,0.68,0.04,70.77,11.7,66.7
100,40,0.9,0.05,True,2,5,50,3,20.033,0.6589,19.4276,20.7348,0.69,0.06,69.63,7,66.7
100,40,0.9,0.05,True,2,5,100,3,20.6505,1.1488,19.684,21.9207,0.69,0.03,63.73,7.3,33.3
100,40,0.9,0.05,True,2,5,500,3,21.2887,2.6194,18.8132,24.0315,0.65,0.04,76.14,7,33.3
100,40,0.9,0.05,True,2,8,50,3,18.6553,1.0433,17.4654,19.4131,0.66,0.01,78.45,6,100.0
100,40,0.9,0.05,True,2,8,100,3,20.3934,1.0582,19.6636,21.607,0.67,0.05,67.56,5.7,66.7
100,40,0.9,0.05,True,2,8,500,3,21.2754,1.5135,19.6867,22.7005,0.68,0.02,63.06,6,33.3
100,40,0.9,0.05,True,5,3,50,3,20.0591,1.2057,18.7249,21.0707,0.67,0.01,73.71,9.3,33.3
100,40,0.9,0.05,True,5,3,100,3,19.3118,1.4773,18.1882,20.9851,0.63,0.04,76.0,10,66.7
100,40,0.9,0.05,True,5,3,500,3,20.2213,1.738,18.4546,21.9292,0.67,0.05,72.28,10.7,33.3
100,40,0.9,0.05,True,5,5,50,3,19.9075,1.5982,18.6947,21.7185,0.73,0.08,70.33,7,66.7
100,40,0.9,0.05,True,5,5,100,3,20.1341,1.1734,19.0009,21.3439,0.69,0.07,60.16,8,33.3
100,40,0.9,0.05,True,5,5,500,3,18.9432,1.9954,17.0944,21.0585,0.69,0.05,66.56,7,66.7
100,40,0.9,0.05,True,5,8,50,3,20.3613,4.9921,15.4888,25.4649,0.71,0.05,73.49,7.7,33.3
100,40,0.9,0.05,True,10,3,50,3,20.0622,0.9822,18.9384,20.7567,0.57,0.03,66.86,8.7,33.3
100,40,0.9,0.05,True,5,8,100,3,19.9448,2.4346,17.1681,21.7136,0.64,0.01,75.21,6.7,33.3
100,40,0.9,0.05,True,5,8,500,3,21.7059,2.2155,19.5052,23.9359,0.68,0.03,75.72,7,33.3
100,40,0.9,0.05,True,10,3,100,3,19.4488,0.6584,18.8137,20.1283,0.61,0.02,75.89,13.3,66.7
100,40,0.9,0.05,True,10,3,500,3,19.6127,0.5727,18.9605,20.0336,0.64,0.01,69.69,11,66.7
100,40,0.9,0.05,True,10,5,50,3,20.3878,1.23,19.0757,21.5147,0.61,0.02,72.99,9.3,33.3
100,40,0.9,0.05,True,10,5,500,3,21.052,1.3984,19.6783,22.4739,0.61,0.05,73.19,8.7,33.3
100,40,0.9,0.05,True,10,5,100,3,21.8332,1.2675,20.9583,23.2868,0.63,0.02,54.55,7.7,0.0
100,40,0.9,0.05,False,2,3,50,3,22.0676,2.7145,18.9914,24.1265,0.22,0.02,70.82,13,33.3
100,40,0.9,0.05,False,2,3,100,3,25.5295,4.4201,22.8671,30.6318,0.22,0.02,65.96,11.7,0.0
100,40,0.9,0.05,True,10,8,100,3,22.3332,3.5427,19.7856,26.3788,0.61,0.01,61.68,6,33.3
100,40,0.9,0.05,True,10,8,50,3,21.2409,1.2404,20.4146,22.6673,0.62,0.03,65.22,6,0.0
100,40,0.9,0.05,True,10,8,500,3,21.3392,1.622,19.6982,22.9415,0.61,0.02,72.5,7,33.3
100,40,0.9,0.05,False,2,3,500,3,21.0201,2.8616,18.0304,23.7336,0.23,0.04,69.69,9.3,33.3
100,40,0.9,0.05,False,2,5,50,3,23.3259,1.8568,21.663,25.3294,0.25,0.02,75.51,10.3,0.0
100,40,0.9,0.05,False,2,5,100,3,21.2194,1.0931,20.0138,22.1459,0.26,0.03,60.18,10.3,0.0
100,40,0.9,0.05,False,2,5,500,3,22.2908,0.7215,21.7017,23.0956,0.26,0.02,73.64,11.3,0.0
100,40,0.9,0.05,False,2,8,50,3,26.5311,7.9925,21.3896,35.7391,0.29,0.01,47.47,6.7,0.0
100,40,0.9,0.05,False,2,8,100,3,22.0188,0.9566,21.2679,23.0958,0.28,0.02,73.03,6.3,0.0
100,40,0.9,0.05,False,2,8,500,3,22.0664,3.9797,17.7843,25.6517,0.3,0.01,64.38,7.3,33.3
100,40,0.9,0.05,False,5,3,50,3,20.4732,3.3299,16.9254,23.5308,0.26,0.02,72.53,13,33.3
100,40,0.9,0.05,False,5,3,100,3,20.8816,1.1252,19.7644,22.0147,0.26,0.0,72.47,13.3,33.3
100,40,0.9,0.05,False,5,3,500,3,20.5576,3.1306,16.9634,22.6893,0.25,0.02,70.14,12.3,33.3
100,40,0.9,0.05,False,5,5,50,3,24.4655,2.9571,21.8589,27.6789,0.26,0.01,62.27,8.7,0.0
100,40,0.9,0.05,False,5,5,100,3,23.124,3.181,20.7286,26.7332,0.25,0.03,66.08,8,0.0
100,40,0.9,0.05,False,5,5,500,3,20.3503,1.462,19.0037,21.9054,0.23,0.03,79.12,10.7,33.3
100,40,0.9,0.05,False,5,8,50,3,24.3493,1.7373,22.5942,26.0683,0.24,0.01,57.49,6,0.0
100,40,0.9,0.05,False,5,8,100,3,24.3776,0.6888,23.5852,24.8338,0.23,0.04,70.24,5.7,0.0
100,40,0.9,0.05,False,5,8,500,3,20.1063,0.0574,20.04,20.1403,0.25,0.01,74.27,9.3,0.0
100,40,0.9,0.05,False,10,3,50,3,19.6419,1.1945,18.7954,21.0082,0.22,0.01,75.55,12.7,66.7
